,prefix,input_text,target_text,doi
3822,,The non-surgical treatment was definitive chemoradiotherapy in five trials and definitive radiotherapy in three trials.,درمان غیر-جراحی عبارت بودند از کمورادیوتراپی تنها در پنج مطالعه و رادیوتراپی تنها در سه مطالعه.,10.1002/14651858.CD011498.pub2
3823,,"One trial (which included five participants) did not contribute any data to this Cochrane review, and we excluded 13 participants in the remaining trials after randomisation; this left a total of 1114 participants, 510 randomised to non-surgical treatment and 604 to surgical treatment for analysis.",در مجموع، 1114 شرکت‌کننده را وارد کردیم که تحت درمان غیر-جراحی (510 شرکت‌کننده) یا درمان جراحی (604 شرکت‌کننده) در آنالیزهای مختلف از هفت مطالعه‌ای قرار گرفتند که اطلاعات مورد نیاز را فراهم آوردند.,10.1002/14651858.CD011498.pub2
3824,,Most of the data were from trials that compared chemoradiotherapy with surgery.,اغلب اطلاعات از مطالعاتی به دست آمدند که کمورادیوتراپی را با جراحی مقایسه کردند.,10.1002/14651858.CD011498.pub2
3825,,"There was no difference in long-term mortality between chemoradiotherapy and surgery (HR 0.88, 95% CI 0.76 to 1.03; 602 participants; four studies; low quality evidence).",تفاوتی در مرگ‌ومیر شرکت‌کنندگان در بلند-مدت میان دو گروه کمورادیوتراپی و جراحی در بیماران مبتلا به سرطان مری که مناسب جراحی بودند، یافت نشد.,10.1002/14651858.CD011498.pub2
3826,,"There was no difference in long-term recurrence between non-surgical treatment and surgery (HR 0.96, 95% CI 0.80 to 1.16; 349 participants; two studies; low quality evidence).",تفاوتی در عود بلند-مدت سرطان میان دو گروه جراحی و غیر-جراحی دیده نشد.,10.1002/14651858.CD011498.pub2
3827,,"The difference between non-surgical and surgical treatments was imprecise for short-term mortality (RR 0.39, 95% CI 0.11 to 1.35; 689 participants; five studies; very low quality evidence), the proportion of participants with serious adverse in three months (RR 0.61, 95% CI 0.25 to 1.47; 80 participants; one study; very low quality evidence), and proportion of people with local recurrence at maximal follow-up (RR 0.89, 95% CI 0.70 to 1.12; 449 participants; three studies; very low quality evidence).",تفاوت میان دو گروه جراحی و غیر-جراحی برای مرگ‌ومیر در کوتاه-‌مدت، درصد شرکت‌کنندگانی که دچار عوارض جانبی جدی در سه ماه شدند، و درصد بیمارانی که دچار عود سرطان در اطراف لوله مری شدند، مبهم بود.,10.1002/14651858.CD011498.pub2
3828,,"The difference between non-surgical and surgical treatments was imprecise for medium-term health-related quality of life (three months to two years after treatment) (Spitzer Quality of Life Index; MD −0.95, 95% CI −2.10 to 0.20; 62 participants; one study; very low quality of evidence).",تفاوت میان دو گروه درمانی جراحی و غیر-جراحی از نظر کیفیت زندگی مرتبط با سلامت در میان‌-مدت (سه ماه تا دو سال پس از درمان) نامشخص بود.,10.1002/14651858.CD011498.pub2
3829,,"Based on low quality evidence, chemoradiotherapy appears to be at least equivalent to surgery in terms of short-term and long-term survival in people with oesophageal cancer (squamous cell carcinoma type) who are fit for surgery and are responsive to induction chemoradiotherapy.",کمورادیوتراپی فقط از نظر بقای کوتاه‌-مدت و بلند-مدت در افراد مبتلا به یک نوع از سرطان مری با نام اسکواموس سل کارسینوما و کسانی که برای جراحی مناسب بودند، معادل با جراحی گزارش شد.,10.1002/14651858.CD011498.pub2
3830,,"However, there is uncertainty in the comparison of definitive chemoradiotherapy versus surgery for oesophageal cancer (adenocarcinoma type) and we cannot rule out significant benefits or harms of definitive chemoradiotherapy versus surgery.",در مقایسه میان کمورادیوتراپی تنها در مقابل جراحی برای نوع دیگری از سرطان مری با نام آدنوکارسینوما، ابهامات بیشتر بود و ما نمی‌توانیم مزایا یا مضرات قابل توجه کمورادیوتراپی قطعی را در مقابل جراحی در این نوع از سرطان مری رد کنیم.,10.1002/14651858.CD011498.pub2
3831,,"To assess the effects of different types of breast implants on capsular contracture, surgical short- and long-term complications, postoperative satisfaction level and quality of life in women who have undergone reconstructive breast surgery after mastectomy.",ما تاثیرات انواع مختلف ایمپلنت پستان را در عوارض جراحی کوتاه-مدت و طولانی-مدت، پیامدهای زیبایی، رضایت از پروسیجر جراحی و کیفیت زندگی را در زنانی که تحت بازسازی پستان پس از ماستکتومی (mastectomy) (برداشتن پستان) قرار گرفته بودند، ارزیابی کردیم.,10.1002/14651858.CD010895.pub2
3832,,"Prophylactic or curative mastectomy is often followed by breast reconstruction for which there are several surgical approaches that use breast implants with which surgeons can restore the natural feel, size and shape of the breast.",پس از ماستکتومی، زنان می‌توانند بر اساس انتخاب‌های شخصی خود، از میان گزینه‌های فراوان بازسازی پستان انتخاب کنند و به یک احساس طبیعی با اندازه و شکل مناسب پستان برسند.,10.1002/14651858.CD010895.pub2
3833,,There were no studies that examined the effects of recent (fifth) generation silicone implants versus previous generations or different implant manufacturing companies.,هیچ مطالعه‌ای که ایمپلنت سیلیکونی نسل اخیر را با نسخه‌های قبلی یا ایمپلنت‌های شرکت‌های تولیدی مختلف را با یکدیگر مقایسه کند، وجود نداشت.,10.1002/14651858.CD010895.pub2
3834,,These days - even after a few million women have had breasts reconstructed - surgeons cannot inform women about the risks and complications of different implant-based breast reconstructive options on the basis of results derived from RCTs.,این فقدان شواهد باید هنگام اطلاع‌رسانی به زنان در مورد خطرات و عوارض ناشی از گزینه‌های مختلف بازسازی پستان با ایمپلنت مورد بحث قرار گیرد.,10.1002/14651858.CD010895.pub2
3835,,"Overall quality of life showed no difference between the two groups, but only three trials reported this outcome.",هیچ تفاوتی در کیفیت زندگی بین این دو گروه وجود نداشت اما فقط سه کارآزمایی شناسایی شدند که این اطلاعات را گزارش کردند.,10.1002/14651858.CD008792.pub2
3836,,Generally this review supports the recommendations by international guidelines to use sequential monotherapy unless there is rapid disease progression.,به‌طور کلی این مرور از توصیه‌های ارائه شده در دستورالعمل‌های بین‌المللی برای استفاده از مونوتراپی متوالی حمایت می‌کند مگر در مواردی که پیشرفت سریع بیماری رخ دهد.,10.1002/14651858.CD008792.pub2
3837,,There have so far been no evidence-based recommendations on the best form of anaesthesia for this intervention.,تاکنون هیچ مروری با کیفیت خوب انجام نشده که در آن به این موضوع پرداخته شده باشد.,10.1002/14651858.CD009936.pub2
3838,,"The available evidence demonstrates that the use of clopidogrel plus aspirin in people at high risk of cardiovascular disease and people with established cardiovascular disease without a coronary stent is associated with a reduction in the risk of myocardial infarction and ischaemic stroke, and an increased risk of major and minor bleeding compared with aspirin alone.",ما شواهد مربوط به تاثیر کلوپیدوگرل (clopidogrel) و آسپرین را در افراد در معرض خطر بالای ابتلا به بیماری قلبی یا سکته مغزی، و نیز افرادی که بیماری قلبی دارند، بررسی کردیم. پیشینه,10.1002/14651858.CD005158.pub4
3839,,"To review the benefit and harm of adding clopidogrel to aspirin therapy for preventing cardiovascular events in people who have coronary disease, ischaemic cerebrovascular disease, peripheral arterial disease, or were at high risk of atherothrombotic disease, but did not have a coronary stent.",نتایج نشان داد افزودن کلوپیدوگرل به آسپرین از نظر کاهش خطر ابتلا به حمله قلبی یا سکته مغزی مفید است.,10.1002/14651858.CD005158.pub4
3840,,"According to GRADE criteria, the quality of evidence was moderate for all outcomes except all-cause mortality (low quality evidence) and adverse events (very low quality evidence).",با استفاده از استانداردهای GRADE، کیفیت شواهد منتشر شده برای اکثر نتایج در سطح متوسط، اما برای مرگ به هر علتی پائین و برای عوارض جانبی بسیار پائین بود.,10.1002/14651858.CD005158.pub4
3841,,Intermittent claudication (IC) is the classic symptomatic form of peripheral arterial disease affecting an estimated 4.5% of the general population aged 40 years and older.,لنگش متناوب، که تقریبا 4.5% از جمعیت عمومی 40 سال و بالاتر را تحت تاثیر قرار می‌دهد، یک فرم شایع علامت‌دار از بیماری شریانی محیطی است که با درد در ناحیه ساق یا باسن حین پیاده‌روی شروع شده و با استراحت کاهش می‌یابد.,10.1002/14651858.CD010512.pub2
3842,,"Comparing endovascular revascularisation versus no specific treatment for IC (except advice to exercise) showed a moderate effect on maximum walking distance (MWD) (SMD 0.70, 95% confidence interval (CI) 0.31 to 1.08; 3 studies; 125 participants; moderate-quality evidence) and a large effect on pain-free walking distance (PFWD) (SMD 1.29, 95% CI 0.90 to 1.68; 3 studies; 125 participants; moderate-quality evidence) in favour of endovascular revascularisation.",داده‌های حاصل از سه مطالعه که به مقایسه برقراری مجدد جریان خون از راه اندوواسکولار با عدم درمان ویژه برای لنگش متناوب به غیر از توصیه به انجام ورزش پرداختند، نشانگر تاثیر متوسط تا شدید در مسافت راه رفتن به نفع برقراری مجدد جریان خون از راه اندوواسکولار در کوتاه‌-مدت بود.,10.1002/14651858.CD010512.pub2
3843,,One study reported no differences in disease-specific QoL after two years.,یکی از مطالعات گزارش کرد که پس از دو سال تفاوتی در کیفیت زندگی بیمار مشخص نبود.,10.1002/14651858.CD010512.pub2
3844,,"Reports indicate that disease-specific QoL was comparable between groups (SMD 0.25, 95% CI -0.05 to 0.56; 2 studies; 330 participants; moderate-quality evidence) and that the number of secondary invasive interventions (OR 0.27, 95% CI 0.13 to 0.55; 3 studies; 457 participants; high-quality evidence) was lower following combination therapy.",کیفیت زندگی مختص بیماری بین گروه‌های مطالعه قابل مقایسه بود.,10.1002/14651858.CD010512.pub2
3845,,"Reports indicate that disease-specific QoL was comparable between groups (SMD 0.25, 95% CI -0.05 to 0.56; 2 studies; 330 participants; moderate-quality evidence) and that the number of secondary invasive interventions (OR 0.27, 95% CI 0.13 to 0.55; 3 studies; 457 participants; high-quality evidence) was lower following combination therapy.",تعداد درمان‌های اضافی جراحی انجام شده، با درمان ترکیبی کمتر گزارش شد.,10.1002/14651858.CD010512.pub2
3846,,"Two studies comparing endovascular revascularisation plus pharmacotherapy (cilostazol) versus pharmacotherapy alone provided data showing a small effect on MWD (SMD 0.38, 95% CI 0.08 to 0.68; 186 participants; high-quality evidence), a moderate effect on PFWD (SMD 0.63, 95% CI 0.33 to 0.94; 186 participants; high-quality evidence), and a moderate effect on disease-specific QoL (SMD 0.59, 95% CI 0.27 to 0.91; 170 participants; high-quality evidence) in favour of combination therapy.",در نهایت، در مقایسه ترکیب درمان برقراری مجدد جریان خون از راه اندوواسکولار به علاوه دارو-درمانی با سیلوستازول در مقابل درمان دارویی به‌تنهایی، دو مطالعه داده‌هایی را به نفع تاثیرات اندک تا متوسط در مسافت پیاده‌روی و کیفیت زندگی به نفع درمان ترکیبی ارائه دادند.,10.1002/14651858.CD010512.pub2
3847,,"Although the number of studies is small and clinical heterogeneity underlines the need for more homogenous and larger studies, evidence suggests that a synergetic effect may occur when endovascular revascularisation is combined with a conservative therapy of supervised exercise or pharmacotherapy with cilostazol: the combination therapy seems to result in greater improvements in functional performance and in QoL scores than are seen with conservative therapy alone.",درمان ترکیبی (برقراری مجدد جریان خون از راه اندوواسکولار با انجام ورزش تحت نظارت یا درمان دارویی (سیلوستازول)) موجب بهبود بیشتر در مسافت راه رفتن و کیفیت زندگی نسبت به مسافت طی شده با انجام ورزش تحت نظارت یا درمان دارویی به‌تنهایی می‌شود.,10.1002/14651858.CD010512.pub2
3848,,Smell and taste play an important role in the activation of physiological pre-absorptive processes that contribute to food digestion and absorption.,بو و طعم، نقش مهمی در کمک به هضم و جذب غذا دارند.,10.1002/14651858.CD013038.pub2
3849,,"There was no evidence of a clear effect of exposure to the smell and taste of milk with tube feedings on time taken to reach full sucking feeds (MD -2.57 days, 95% CI -5.15 to 0.02; I2 = 17%; 2 trials, 131 infants; very low-quality evidence).",ما دریافتیم که قرار گرفتن در معرض بو و طعم شیر به وسیله تغذیه با لوله اوروگاستریک یا نازوگاستریک، تاثیر روشنی بر زمان سپری شده تا رسیدن به تغذیه مکیدنی کامل ندارد.,10.1002/14651858.CD013038.pub2
3850,,One trial reported no adverse effects.,یک مطالعه هیچ عارضه جانبی را گزارش نکرد.,10.1002/14651858.CD013038.pub2
3851,,"There was no evidence of a clear effect of exposure to the smell and taste of milk on the following outcomes: time taken to reach full enteral feeds (MD -1.57 days, 95% CI -6.25 to 3.11; 1 trial, 51 infants; very low-quality evidence), duration of parenteral nutrition (MD -2.20 days, 95% CI -9.49 to 5.09; 1 trial, 51 infants; very low-quality evidence), incidence of necrotising enterocolitis (RR 0.62, 95% CI 0.15 to 2.48; 1 trial, 51 infants; low-quality evidence), and late infection (RR 2.46, 95% CI 0.27 to 22.13; 1 trial, 51 infants; low-quality evidence).",هم‌چنین مواجهه با بو و طعم شیر، هیچ اثر واضحی بر زمان رسیدن به تغذیه کامل با لوله، تحمل غذایی، بروز عفونت دیرهنگام و عفونت روده‌ای شدید، مدت تغذیه داخل وریدی و رشد نداشت.,10.1002/14651858.CD013038.pub2
3852,,"There was very low-quality evidence demonstrating that exposure to the smell and taste of milk decreased duration of hospitalisation by almost four days (MD -3.89 days, 95% CI -7.03 to -0.75; I2 = 51%; 2 trials, 131 infants).",شواهدی با کیفیت بسیار پائین از دو مطالعه نشان می‌دهد که مواجهه با بو و طعم شیر، طول مدت بستری را در بیمارستان حدود چهار روز در قیاس با مواجه نشدن با بو و طعم شیر کاهش می‌دهد.,10.1002/14651858.CD013038.pub2
3853,,"Evidence from two trials suggests that exposure to the smell and taste of milk with tube feedings has no clear effect on time taken to reach full sucking feeds, but it may decrease length of hospitalisation.",مواجهه با بو و طعم شیر از طریق تغذیه با لوله اوروگاستریک یا نازوگاستریک، می‌تواند طول مدت بستری را در بیمارستان برای نوزادان نارس کاهش دهد.,10.1002/14651858.CD013038.pub2
3854,,"Future research should examine the effect of exposure to the smell and taste of milk with tube feedings on clinical outcomes during hospitalisation, such as attainment of full enteral and sucking feeds, safety, feed tolerance, incidence of infection, and infant growth.",تحقیقات آینده باید اثر مواجهه با بو و طعم شیر را به وسیله تغذیه با لوله بر پیامدهای بالینی مهم مانند زمان رسیدن به تغذیه کامل مکیدنی، عوارض جانبی، زمان رسیدن به تغذیه کامل با لوله، تحمل غذایی، بروز عفونت، و رشد بررسی کنند.,10.1002/14651858.CD013038.pub2
3855,,"The included trial was a short-term cross-over randomised trial undertaken in Canada, which tested the effects of adding three seemingly identical prosthetic weights (150 g vs 770 g vs 1625 g) to the prostheses of a total of 10 participants with unilateral dysvascular transfemoral amputation.",این کارآزمایی به صورت مقطعی طراحی شده و هر یک از 10 شرکت‌کننده سه وزن اندام مصنوعی به ظاهر یکسان را به عنوان پروتز در زیر زانو به صورت تصادفی دریافت کردند.,10.1002/14651858.CD005260.pub4
3856,,"Trial authors found that four participants preferred the addition of the lightest weight (150 g), five preferred the middle weight (770 g), and one preferred the heaviest weight (1625 g).",بعد از گذشت چند ساعت از کارآزمایی، چهار شرکت‌کننده کم‌ترین وزن (150 گرم)، پنج نفر پروتز را با وزن متوسط (770 گرم) و یک نفر سنگین‌ترین پروتز (1625 گرم) را ترجیح دادند.,10.1002/14651858.CD005260.pub4
3857,,Researchers interpreted this as equating to user satisfaction (success) and reported no adverse effects.,نویسندگان مطالعه هیچ موردی را از عوارض جانبی گزارش نکردند.,10.1002/14651858.CD005260.pub4
3858,,"The limited evidence presented in this review is of very low quality and is insufficient to inform the choice of prosthetic rehabilitation, including the optimum weight of the prosthesis, after unilateral transfemoral amputation in older dysvascular people.",شواهد محدود وارد شده در این مرور دارای کیفیت بسیار پائین بوده و اطلاعات کافی برای تصمیم‌گیری در مورد انتخاب توانبخشی با اندام مصنوعی، شامل وزن مناسب پروتز، بعد از قطع آمپوتاسیون ترانس‌فمورال یک-طرفه در افراد مسن مبتلا به اختلال عروقی وجود نداشت.,10.1002/14651858.CD005260.pub4
3859,,"The three studies provide very limited evidence of the efficacy of methadone for CNCP, and there were too few data for pooled analysis of efficacy or harm, or to have confidence in the results of the individual studies.",سه مطالعه موجود در این مرور شواهد بسیار محدودی را از اثربخشی متادون برای دردهای مزمن غیر-سرطانی ارائه می‌دهند.,10.1002/14651858.CD008025.pub2
3860,,"No conclusions can be made regarding differences in efficacy or safety between methadone and placebo, other opioids, or other treatments.",هیچ نتیجه‌گیری در مورد تفاوت در اثربخشی یا عوارض جانبی بین متادون و دارونما، دیگر اوپیوئیدها، یا دیگر درمان‌ها وجود ندارد.,10.1002/14651858.CD008025.pub2
3861,,A third trial was assessed as unclear risk of bias for these domains but did not report data for any of the outcomes examined in this review.,کارآزمایی‌ها بسیاری از پیامدهای مرتبط با این مرور را گزارش نکرده بودند.,10.1002/14651858.CD011200.pub2
3862,,No data were available for any of our other important outcomes: birth less than 48 hours after trial entry; composite serious infant outcome; composite serious maternal outcome.,هیچ داده‌ای برای ارزیابی سایر پیامدهای مهم وجود نداشتند: تولد کمتر از 48 ساعت بعد از ورود به کارآزمایی، یا بروز پیامدهای جدی برای مادران یا کودکان ایشان.,10.1002/14651858.CD011200.pub2
3863,,There is some evidence from a single study suggesting a reduction in the length of stay in the neonatal intensive care unit and a reduced risk of respiratory distress syndrome where a high-dose regimen of magnesium sulphate has been used compared with a low-dose regimen.,یک کارآزمایی نشان داده بود که نرخ بروز سندرم زجر تنفسی (respiratory distress syndrome) در نوزادان تازه متولد شده (شواهد با کیفیت پائین)، و طول دوره بستری در واحد مراقبت‌های ویژه نوزادان به دنبال استفاده از سولفات منیزیم با دوز بالا کاهش یافته بودند (در مقایسه با کودکانی که در گروه زنانی به دنیا آمده بودند که سولفات منیزیم با دوز پائین دریافت کرده بودند).,10.1002/14651858.CD011200.pub2
3864,,"However, given that evidence has been drawn from a single study (with a small sample size), these data should be interpreted with caution.",با این حال، این نتیجه مبتنی بر شواهدی است که از یک مطالعه کوچک به دست آمده و بهتر است با احتیاط تفسیر شود.,10.1002/14651858.CD011200.pub2
3865,,"Pulmonary oedema was reported in two women given high-dose magnesium sulphate, but not in any of the women given low-dose magnesium sulphate.",ادم ریوی در دو مادری که سولفات منیزیم را با دوز بالا دریافت کرده بودند، گزارش شده بود، در مادرانی که سولفات منیزیم با دوز پائین دریافت کرده بودند هیچ موردی گزارش نشده بود.,10.1002/14651858.CD011200.pub2
3866,,"In clinical settings where health benefits are established, further trials are needed to address the lack of evidence regarding the optimal dose (loading dose and maintenance dose), duration of therapy, timing of therapy and role for repeat dosing in terms of efficacy and safety for mothers and their children.",برای لحاظ کردن شواهد ناموجود در رابطه با دوز بهینه، طول دوره درمانی، چارچوب زمان‌بندی درمان و نقش تکرار دوزها به لحاظ اثربخشی و بی‌خطری برای مادران و کودکان ایشان، به کارآزمایی‌های بیشتری در آینده نیاز است.,10.1002/14651858.CD011200.pub2
3867,,We included 67 studies (representing 3632 women with epithelial ovarian cancer).,67 مطالعه را شناسایی کردیم که شامل 3632 زن مبتلا به سرطان تخمدان بود و بین سال‌های 1966 تا 2017 منتشر شدند.,10.1002/14651858.CD007287.pub4
3868,,We included 24 trials involving 7099 participants.,ما 24 مطالعه را با 7099 شرکت‌کننده یافتیم.,10.1002/14651858.CD013230
3869,,All but one study enrolled oral poisoning patients in an emergency department; the remaining study was conducted in a pre-hospital setting.,همه مطالعات به جز یک مطالعه در بیمارستان‌ها انجام شدند؛ مطالعه باقی‌ مانده در محیط خانه انجام شد.,10.1002/14651858.CD013230
3870,,"Fourteen studies included multiple toxic syndromes or did not specify, while the other studies specifically investigated paracetamol (2 studies), carbamazepine (2 studies), tricyclic antidepressant (2 studies), yellow oleander (2 studies), benzodiazepine (1 study), or toxic berry intoxication (1 study).",چهارده مطالعه یا نوع سم را مشخص نکردند یا انواع مختلف سم را مورد بررسی قرار دادند.,10.1002/14651858.CD013230
3871,,"Fourteen studies included multiple toxic syndromes or did not specify, while the other studies specifically investigated paracetamol (2 studies), carbamazepine (2 studies), tricyclic antidepressant (2 studies), yellow oleander (2 studies), benzodiazepine (1 study), or toxic berry intoxication (1 study).",مطالعات دیگر به بررسی دوز بیش از حد داروهای خاص (پاراستامول، کاربامازپین، داروهای ضد-افسردگی، بنزودیازپین) یا گیاهان سمی ‌(خرزهره زرد یا انواع توت‌های سمی) پرداختند. بیست‌ویک کارآزمایی، درمان‌های مختلف را با ذغال فعال مطالعه کردند: به صورت دوز واحد یا دوزهای چند-گانه، با یا بدون دیگر درمان‌های کمک‌های اولیه (ماده‌ای برای سرعت بخشیدن به حرکت روده)، و با یا بدون درمان‌های بیمارستانی.,10.1002/14651858.CD013230
3872,,"Twenty-one trials investigated the effects of activated charcoal (AC), administered as a single dose (SDAC) or in multiple doses (MDAC), alone or in combination with other first aid interventions (a cathartic) and/or hospital treatments.",مطالعات دیگر به بررسی دوز بیش از حد داروهای خاص (پاراستامول، کاربامازپین، داروهای ضد-افسردگی، بنزودیازپین) یا گیاهان سمی ‌(خرزهره زرد یا انواع توت‌های سمی) پرداختند. بیست‌ویک کارآزمایی، درمان‌های مختلف را با ذغال فعال مطالعه کردند: به صورت دوز واحد یا دوزهای چند-گانه، با یا بدون دیگر درمان‌های کمک‌های اولیه (ماده‌ای برای سرعت بخشیدن به حرکت روده)، و با یا بدون درمان‌های بیمارستانی.,10.1002/14651858.CD013230
3873,,"First aid interventions that limit or delay the absorption of the poison in the body
We are uncertain about the effect of SDAC compared to no intervention on the incidence of adverse events in general (zero events in both treatment groups; 1 study, 451 participants) or vomiting specifically (Peto odds ratio (OR) 4.17, 95% confidence interval (CI) 0.30 to 57.26, 1 study, 25 participants), ICU admission (Peto OR 7.77, 95% CI 0.15 to 391.93, 1 study, 451 participants) and clinical deterioration (zero events in both treatment groups; 1 study, 451 participants) in participants with mixed types or paracetamol poisoning, as all evidence for these outcomes was of very low certainty.",ما در مورد عوارض جانبی درمان، پذیرش در بخش مراقبت‌های ویژه یا بدتر شدن وضعیت بیمار نامطمئن هستیم و اطلاعاتی در مورد تاثیرات بر مرگ‌ومیر، مدت زمان نشانه، جذب سم یا بستری شدن در بیمارستان وجود نداشت.,10.1002/14651858.CD013230
3874,,"Only one study compared SDAC to syrup of ipecac in participants with mixed types of poisoning, providing very low-certainty evidence.",یک مطالعه، یک دوز واحد را از ذغال فعال با اپیکا در انواع مختلف مسمومیت مقایسه کرد.,10.1002/14651858.CD013230
3875,,"A key limitation was the fact that only one included study actually took place in a pre-hospital setting, which undermines our confidence in the applicability of these results to this setting.",همه مطالعات به جز یک مطالعه، در یک مرکز بیمارستانی انجام شدند، بدین معنا که نتایج نمی‌توانند به طور مستقیم به مراکز اولیه تسری یابند.,10.1002/14651858.CD013230
3876,,"The total geometric mean duration of mechanical ventilation in the protocolized weaning group was on average reduced by 26% compared with the usual care group (N = 14 trials, 95% confidence interval (CI) 13% to 37%, P = 0.0002).",نتایج: در مقایسه با روش معمول و بدون تبعیت از پروتکل‌های جداسازی، میانگین کل زمان وابستگی به دستگاه ونتیلاتور، تا 26% کاهش یافت.,10.1002/14651858.CD006904.pub3
3877,,"Weaning duration was reduced by 70% (N = 8 trials, 95% CI 27% to 88%, P = 0.009); and ICU length of stay by 11% (N = 9 trials, 95% CI 3% to 19%, P = 0.01).",مدت زمان جداسازی از دستگاه ونتیلاتور، تا 70% و مدت زمان اقامت در بخش مراقبت ویژه، تا 11% کمتر شد.,10.1002/14651858.CD006904.pub3
3878,,"To investigate the degree to which financial conflicts of interest related to drug and device companies are associated with results, conclusions, and methodological quality of systematic reviews.",گاهی اوقات بودجه مرورهای سیستماتیک به‌وسیله شرکت‌هایی با منفعت اقتصادی در نتایج و نتیجه‌گیری‌های مرور تامین می‌شود، مثلا به این دلیل که آن‌ها دارو یا تجهیزات بررسی‌شده را در مرور تولید می‌کنند.,10.1002/14651858.MR000047.pub2
3879,,funding by drug or device companies or authors' collaboration with such companies) may impact on how the reviews are conducted and reported.,این تضاد منافع اقتصادی ممکن است بر چگونگی اجرا و گزارش مرورهای سیستماتیک تاثیرگذار باشد.,10.1002/14651858.MR000047.pub2
3880,,"To investigate the degree to which financial conflicts of interest related to drug and device companies are associated with results, conclusions, and methodological quality of systematic reviews.",تمرکز مرور روش‌شناختی کاکرین ما بر تضاد منافع اقتصادی مرتبط با شرکت‌های دارویی یا تجهیزات در مرورهای سیستماتیک است.,10.1002/14651858.MR000047.pub2
3881,,"To investigate the degree to which financial conflicts of interest related to drug and device companies are associated with results, conclusions, and methodological quality of systematic reviews.",هدف اولیه ما، بررسی میزان ارائه نتایج مروری و انجام تصمیم‌گیری‌های مطلوب‌تر در مرورهای سیستماتیک با تضاد منافع اقتصادی نسبت به مرورهای سیستماتیک بدون تضاد منافع اقتصادی بود.,10.1002/14651858.MR000047.pub2
3882,,"To investigate the degree to which financial conflicts of interest related to drug and device companies are associated with results, conclusions, and methodological quality of systematic reviews.",هدف ثانویه ما، بررسی میزان تفاوت کیفیت روش‌شناختی مرورهای سیستماتیک با تضاد منافع اقتصادی نسبت به مرورهای سیستماتیک بدون تضاد منافع اقتصادی بود.,10.1002/14651858.MR000047.pub2
3883,,"We found no statistically significant difference in frequency of statistically favourable results for systematic reviews with and without financial conflicts of interest (RR: 0.84, 95% CI: 0.62 to 1.14; based on one study of 124 systematic reviews).",بر اساس دو مورد از این مطالعات، هیچ شواهدی را از اختلاف در نتایج مرور بین مرورهای سیستماتیک با و بدون تضاد منافع اقتصادی نیافتیم.,10.1002/14651858.MR000047.pub2
3884,,"Systematic reviews with financial conflicts of interest more often had favourable conclusions compared with systematic reviews without (RR: 1.98, 95% CI: 1.26 to 3.11; based on seven studies of 411 systematic reviews).",بر اساس هفت مطالعه دریافتیم که مرورهای سیستماتیک با تضاد منافع اقتصادی دارای نتیجه‌گیری‌های مطلوب بیش‌تری به نفع مداخله آزمایش شده هستند (خطر نسبی (RR): 1.98؛ 95% فاصله اطمینان (CI): 1.26 تا 3.11).,10.1002/14651858.MR000047.pub2
3885,,Systematic reviews with financial conflicts of interest tended to have lower methodological quality compared with systematic reviews without financial conflicts of interest (RR for 11 dimensions of methodological quality spanned from 1.00 to 1.83).,هم‌چنین بر اساس چهار مطالعه، مرورهای سیستماتیک با تضاد منافع اقتصادی کیفیت روش‌شناختی پایین‌تری داشتند (RR برای 11 جنبه از کیفیت روش‌شناختی از 1.00 تا 1.83 گسترده بود).,10.1002/14651858.MR000047.pub2
3886,,Systematic reviews with financial conflicts of interest more often have favourable conclusions and tend to have lower methodological quality than systematic reviews without financial conflicts of interest.,تحلیل ما نشان می‌دهد که وقتی مرورهای سیستماتیک دارای تضاد منافع اقتصادی مرتبط با شرکت‌های داروسازی یا تجهیزات باشند، کیفیت روش‌شناختی پایین‌تر و نتیجه‌گیری‌های مطلوب بیش‌تری دارند.,10.1002/14651858.MR000047.pub2
3887,,"We suggest that patients, clinicians, developers of clinical guidelines, and planners of further research could primarily use systematic reviews without financial conflicts of interest.",ما بر مبنای یافته‌های خود پیشنهاد می‌کنیم افرادی مانند بیماران، پزشکان، تهیه‌کنندگان دستورالعمل‌های بالینی و برنامه‌ریزان تحقیقات آینده که از مرورهای سیستماتیک بهره می‌برند، می‌توانند از همان ابتدا از مرورهای سیستماتیک بدون تضاد منافع اقتصادی استفاده کنند.,10.1002/14651858.MR000047.pub2
3888,,"If only systematic reviews with financial conflicts of interest are available, we suggest that users read the review conclusions with skepticism, critically appraise the methods applied, and interpret the review results with caution.",اگر چنین مرورهایی در دسترس نباشند، توصیه می‌کنیم که کاربران در صورت خواندن و تفسیر مرورهای سیستماتیک دارای تضاد منافع اقتصادی، بسیار محتاط باشند.,10.1002/14651858.MR000047.pub2
3889,,"To assess the effectiveness and safety of all types of epidural analgesia, including combined-spinal-epidural (CSE) on the mother and the baby, when compared with non-epidural or no pain relief during labour.",ما برای ارزیابی اثربخشی همه انواع ضد-درد اپیدورال (از جمله ترکیب نخاعی-اپیدورال) بر مادر و نوزاد، زمانی که با غیر-اپیدودرال یا عدم تسکین درد در طول زایمان مقایسه شده‌اند، این مرور را انجام دادیم.,10.1002/14651858.CD000331.pub4
