,prefix,input_text,target_text,doi
6980,,"Although people with haematological malignancies have to endure long phases of therapy and immobility, which is known to diminish their physical performance level, the advice to rest and avoid intensive exercises is still common practice.","Although these patients have to endure long phases of therapy and immobility, which has a negative effect on their physical performance level, it is still common practice to recommend rest and to avoid intensive exercise.",10.1002/14651858.CD009075.pub3
6981,,"In this update, nine trials could be added to the nine trials of the first version of the review, thus we included eighteen RCTs involving 1892 participants.",The review authors of this review update identified nine new trials which could be added to the nine trials of the first version of this review.,10.1002/14651858.CD009075.pub3
6982,,"We are very uncertain, whether additional exercise leads to more serious adverse events (RR 1.39; 95% CI 0.94 to 2.06), based on very low-certainty evidence.","The evidence for serious adverse events is based on very low certainty, therefore results are still uncertain.",10.1002/14651858.CD009075.pub3
6983,,"In addition, we are aware of four ongoing trials.","In addition, we are aware of four ongoing trials.",10.1002/14651858.CD009075.pub3
6984,,"However, none of these trials stated, how many patients they will recruit and when the studies will be completed, thus, potential influence of these trials for the current analyses remains unclear.","However, none of these trials stated, how many patients they will recruit and when the studies will be terminated, thus, potential influence of these trials for the current analyses remains unclear.",10.1002/14651858.CD009075.pub3
6985,,"The need for induction of labour may arise due to a problem in the mother, her fetus or both, and the procedure may be carried out at or before term.","Induction of labour may be needed because of a problem in the mother, or her baby or both, and is carried out at or before the ninth (last) month of pregnancy.",10.1002/14651858.CD010762.pub2
6986,,"Obstetricians have long known that for this to be successful, it is important that the uterine cervix (the neck of the womb) has favourable characteristics in terms of readiness to go into the labour state.","Obstetricians (specialist caring for pregnant women) have long known that for this to be successful, it is important that the uterine cervix (the neck of the womb) has the favourable characteristics that make it ready to go into the labour.",10.1002/14651858.CD010762.pub2
6987,,The overall risk of bias was low for the two studies.,The studies were considered to be at a low risk of bias.,10.1002/14651858.CD010762.pub2
6988,,The choice of a particular method of assessing pre-induction cervical ripening may differ depending on the environment and need where one is practicing since some methods (i.e.,The choice of a particular method may differ depending on the environment and need since TVUS requires training and may not be readily available and affordable in resource-poor countries.,10.1002/14651858.CD010762.pub2
6989,,"Such studies need to address uterine rupture, perinatal mortality, optimal cut-off value of the cervical length and Bishop score to classify women as having favourable or unfavourable cervices and cost should be included as an outcome.","Such studies should include outcomes such as rupture of the womb, perinatal mortality, most appropriate cut-off value for the cervical length and Bishop score to classify women as having ripe or unripe cervices, and cost.",10.1002/14651858.CD010762.pub2
6990,,Outcome after spontaneous (non-traumatic) intracerebral haemorrhage (ICH) is influenced by haematoma volume; up to one-third of ICHs enlarge within 24 hours of onset.,Roughly one-third of brain haemorrhages enlarge significantly within the first 24 hours.,10.1002/14651858.CD005951.pub4
6991,,Pulled elbow is usually treated by manual reduction of the subluxed radial head.,It is usually treated by manual intervention.,10.1002/14651858.CD007759.pub4
6992,,"Various manoeuvres can be applied; most commonly, supination of the forearm, often combined with flexion, and (hyper-)pronation.","There are two typical manoeuvres, supination and pronation.",10.1002/14651858.CD007759.pub4
6993,,"Eight trials were performed in emergency departments or ambulatory care centres, and one was performed in a tertiary paediatric orthopaedic unit.",Eight studies were performed in emergency departments or ambulatory care centres.,10.1002/14651858.CD007759.pub4
6994,,"Eight trials were performed in emergency departments or ambulatory care centres, and one was performed in a tertiary paediatric orthopaedic unit.",One study was performed in a specialist paediatric orthopaedic unit.,10.1002/14651858.CD007759.pub4
6995,,Eight trials compared hyperpronation with supination-flexion.,Eight trials compared pronation versus supination.,10.1002/14651858.CD007759.pub4
6996,,"Based on risk differences data, we also estimated a number needed to treat of 6 (95% CI 5 to 8); this means that six children would need to be treated with the hyperpronation method rather than the supination-flexion method to avoid one additional failure at the first attempt.","We estimated that if six children were treated with the pronation method rather than the supination method, this would avoid one more failure at the first attempt.",10.1002/14651858.CD007759.pub4
6997,,It provided very low-quality evidence (downgraded three levels for very serious risk of bias and serious imprecision) of no clear difference in failure at first attempt between the two methods.,The study comparing two methods of supination provided very low-quality evidence that failure after the first attempt was similar in both methods.,10.1002/14651858.CD007759.pub4
6998,,There was low-quality evidence from eight small trials that the pronation method may be more effective at first attempt than the supination method for manipulating pulled elbow in young children.,Low-quality evidence suggests that the pronation method is more successful than the supination method for reducing pulled elbow in young children.,10.1002/14651858.CD007759.pub4
6999,,"This review did not provide assured evidence concerning the effectiveness of TCMHs in improving quality of life or rate of remission, alleviating the toxicity or side effects of chemotherapy, or reducing short-term mortality.","Our primary investigation showed there was no assured evidence concerning the effectiveness of TCMHs in improving the quality of life or rate of remission, alleviating the toxic and side effects caused by the chemotherapy, or reducing short-term mortality.",10.1002/14651858.CD005096.pub4
7000,,"Limited, weak evidence showed that Huachansu, Aidi, Fufangkushen, and Shenqifuzheng improved leukopenia when used together with chemotherapy; and Huachansu, Aidi, and Fufangkushen were of benefit for adverse events in the digestive system caused by chemotherapy.","Limited, weak evidence showed that four injections of the TCMHs Huachansu, Aidi, Fufangkushen, and Shenqifuzheng showed statistically significant differences for the improvement of leukopenia, and Huachansu, Aidi, and Fufangkushen for adverse events in the digestive system, but no significant differences in the rate of short-term remission.",10.1002/14651858.CD005096.pub4
7001,,"In the recent years, a variety of bronchoscopic lung volume reduction (BLVR) procedures have emerged that may provide a treatment option to participants suffering from moderate to severe chronic obstructive pulmonary disease (COPD).","BLVR procedures are a collection of innovative non-surgical procedures that aim to improve the disease status and lung function of participants suffering from moderate to severe COPD, specifically those participants who remain limited despite conventional treatment.",10.1002/14651858.CD012158.pub2
7002,,"Data relevant to the effects of olanzapine IM are taken from some studies that may not be considered ethical in many places, all are funded by a company with a pecuniary interest in the result.","Data relevant to the effects of olanzapine IM are taken from some studies that may not be considered ethical in many places, all are funded by a company which has a pecuniary interest in the result.",10.1002/14651858.CD003729.pub2
7003,,These studies often poorly report outcomes that are difficult to interpret for routine care.,"In addition, these studies often poorly report outcomes that are difficult to interpret for routine care.",10.1002/14651858.CD003729.pub2
7004,,Other important outcomes are not recorded at all.,Other important outcomes are not recorded at all.,10.1002/14651858.CD003729.pub2
7005,,"Nevertheless, olanzapine IM probably has some value in helping manage acute aggression or agitation, especially where it is necessary to avoid some of the older, better, known treatments.","Nevertheless, olanzapine IM probably has some value in helping manage acute aggression or agitation, especially where some of the older better known treatments cannot be given.",10.1002/14651858.CD003729.pub2
7006,,Olanzapine causes fewer movement disorders than haloperidol and more than lorazepam.,Olanzapine causes fewer movement disorders than haloperidol and more than lorazepam.,10.1002/14651858.CD003729.pub2
7007,,The value of the oro-dipersable velotab preparation is untested in trials.,The value of the velotab preparation is untested in trials.,10.1002/14651858.CD003729.pub2
7008,,"Subcapital fractures of the fifth metacarpal bone, meaning fractures just below the knuckle of the little finger, account for approximately 20% of all hand fractures.",These account for approximately one in five of all hand fractures.,10.1002/14651858.CD003210.pub3
7009,,Five studies met the inclusion criteria including a total of 252 participants.,"Five small studies, which included a total of 252 patients, met the inclusion criteria.",10.1002/14651858.CD003210.pub3
7010,,There was no evidence that any of the treatment modalities was statistically significantly superior.,There was no evidence that any of the treatments under test was significantly superior.,10.1002/14651858.CD003210.pub3
7011,,"Consequently, no single non-operative treatment regimen for fracture of the neck of the fifth metacarpal can be recommended as superior to another.","Based upon current evidence, no single conservative method for fracture of the neck of the fifth metacarpal can be recommended as superior to another.",10.1002/14651858.CD003210.pub3
7012,,"Traditional Chinese medicinal herbs have been widely used to treat chronic liver diseases, and many controlled trials have been done to investigate their efficacy.",Traditional Chinese medicinal herbs have for long been used for treating chronic liver diseases both in China and in Southeast Asia.,10.1002/14651858.CD001940
7013,,"Cataract is the leading cause of blindness in the world, and cataract surgery is one of the most commonly performed operations in the Western world.","This is known as a cataract, and it is the leading cause of blindness in the world.",10.1002/14651858.CD010735.pub2
7014,,"Cataract is the leading cause of blindness in the world, and cataract surgery is one of the most commonly performed operations in the Western world.",Cataract surgery is one of the most commonly performed operations.,10.1002/14651858.CD010735.pub2
7015,,We included randomised controlled trials where laser-assisted cataract surgery was compared to standard ultrasound phacoemulsification cataract surgery.,All these studies compared laser-assisted cataract surgery with standard ultrasound phacoemulsification cataract surgery for people with cataracts.,10.1002/14651858.CD010735.pub2
7016,,Studies of animals have suggested that high frequency oscillatory ventilation (HFOV) is an effective method of providing ventilation and oxygenation in severe experimental pulmonary disease and may result in less lung injury.,High frequency oscillatory ventilation (HFOV) is a newer way of providing artificial ventilation of the lungs.,10.1002/14651858.CD000438
7017,,"HIV-positive people with tuberculosis, the group most likely to benefit from the rifabutin use, are under-represented in trials to date, and further trials in this group would be useful.","However, very few people with HIV and tuberculosis, who are most likely to benefit from use of rifabutin due to its lack of interaction with antiretroviral drugs, were included in the trials.",10.1002/14651858.CD005159.pub2
7018,,This may help remove the blood clot blocking the artery and re-establish blood flow to the affected area of the brain after an ischaemic stroke.,Most strokes are due to a blood clot blocking an artery in the brain.,10.1002/14651858.CD000091.pub2
7019,,"Further trials are needed to determine whether there is worthwhile benefit, and if so, which categories of patients are most likely to benefit.","Further trials are needed to determine reliably whether there is worthwhile benefit, and if so, which categories of patients are most likely to benefit.",10.1002/14651858.CD000091.pub2
7020,,"Although pharmacological and psychological interventions are both effective for major depression, antidepressant drugs remain the mainstay of treatment in primary and secondary care settings.","Although pharmacological and psychological interventions are both effective for major depression, antidepressant drugs remain the mainstay of treatment.",10.1002/14651858.CD006532.pub2
7021,,"During the last 20 years, antidepressant prescribing has risen dramatically in western countries, mainly because of the increasing consumption of selective serotonin reuptake inhibitors (SSRIs) and newer antidepressants, which have progressively become the most commonly prescribed antidepressants.","During the last 20 years, selective serotonin reuptake inhibitors (SSRIs) have progressively become the most commonly prescribed antidepressants.",10.1002/14651858.CD006532.pub2
7022,,Escitalopram is the pure S-enantiomer of the racemic citalopram.,"Escitalopram, the last SSRI introduced in the market, is the pure S-enantiomer of the racemic citalopram.",10.1002/14651858.CD006532.pub2
7023,,"To assess the evidence for the efficacy, acceptability and tolerability of escitalopram in comparison with tricyclics, other SSRIs, heterocyclics and newer agents in the acute-phase treatment of major depression.","In the present review we assessed the evidence for the efficacy, acceptability and tolerability of escitalopram in comparison with all other antidepressants in the acute-phase treatment of major depression.",10.1002/14651858.CD006532.pub2
7024,,We included a total of 16 randomised trials in this review.,We found a total of 16 studies.,10.1002/14651858.CD010060.pub2
7025,,We found no evidence about effects on BPHII scores.,We found no evidence regarding urinary bother.,10.1002/14651858.CD010060.pub2
7026,,We found no evidence on BPHII scores or AEs.,We found no evidence regarding bother or unwanted drug effects.,10.1002/14651858.CD010060.pub2
7027,,We found no evidence about effects on BPHII scores.,We found no evidence regarding urinary bother.,10.1002/14651858.CD010060.pub2
7028,,We found no trials comparing other combinations of treatments or comparing different PDEI agents.,We found no evidence for other combination treatments or comparing different phosphodiesterase inhibitors.,10.1002/14651858.CD010060.pub2
7029,,Chinese physicians generally believe that Chinese medicinal herbs are effective in alleviating symptoms and reducing the duration of mumps.,Many Chinese physicians believe that Chinese medicinal herbs are effective in treating mumps.,10.1002/14651858.CD008578.pub3
7030,,"The risk of endometrial and breast cancer after long-term use of systemic oestrogen suggests that treatment should be for limited periods, especially in those women with an intact uterus.","There may be risks from long-term use of systemic oestrogen, such as heart disease, stroke and cancer of the breast and uterus.",10.1002/14651858.CD001405.pub3
7031,,To assess the effectiveness of home parenteral nutrition (HPN) in improving survival and quality of life in people with inoperable MBO.,Is PN effective in improving survival and quality of life in people with inoperable blockage of the bowel caused by advanced cancer?,10.1002/14651858.CD012812.pub2
7032,,"The studies were observational, 12 studies had only one relevant treatment arm and no control and for the one study with a control arm, very few details were given.","For 12 of the studies, there was only one relevant treatment group and no control group.",10.1002/14651858.CD012812.pub2
7033,,The results from assessment of quality of life were equivocal; one study reported improvements up until three months and two studies reported approximately similar numbers of participants with improvements and deterioration.,One study found quality of life improved and two studies found similar numbers of people both improved and deteriorated.,10.1002/14651858.CD012812.pub2
7034,,Different quality of life scales were used in each of the studies and quality of life was measured at different time points.,"However, the three studies monitored quality of life at different points in time and measured it in different ways.",10.1002/14651858.CD012812.pub2
7035,,"People with sickle cell disease are particularly susceptible to pneumococcal infection, which may be fatal.","People with sickle cell disease are particularly prone to pneumococcal infection, which may be fatal.",10.1002/14651858.CD003885.pub2
7036,,"Infants (children aged up to 23 months) are at particularly high risk, but conventional polysaccharide pneumococcal vaccines may be ineffective in this age group.","Children aged up to 23 months are at high risk, but usual polysaccharide pneumococcal vaccines may not work in this age group.",10.1002/14651858.CD003885.pub2
7037,,"New conjugate pneumococcal vaccines are now available, which may help to reduce the incidence of infection in people with sickle cell disease.",New conjugate pneumococcal vaccines may help to reduce the rate of infection in people with sickle cell disease of all ages.,10.1002/14651858.CD003885.pub2
7038,,"Nine trials were identified in the searches and five trials, with a total of 547 participants, met the inclusion criteria.",The review includes five trials with a total of 547 participants.,10.1002/14651858.CD003885.pub2
7039,,"Only one trial reported incidence of pneumococcal infection, and this demonstrated that the polysaccharide pneumococcal vaccine used (PPV14) failed to reduce significantly the risk of infection in children under three years of age, but was associated with only minor adverse events.","One trial showed that the polysaccharide vaccine did not reduce the risk of infection very much in children younger than three years old, but it was linked with only minor adverse events.",10.1002/14651858.CD003885.pub2
7040,,"Three trials of conjugate pneumococcal vaccines found that antibody responses were increased compared to control groups, including those in infants, although clinical outcomes were not measured in these trials.","Three trials of conjugate vaccines showed increased antibody responses compared to control groups in people of all ages, although clinical outcomes were not measured in these trials.",10.1002/14651858.CD003885.pub2
7041,,We therefore recommend that conjugate pneumococcal vaccines are used in people with sickle cell disease.,We recommend that conjugate pneumococcal vaccines are used in people with sickle cell disease.,10.1002/14651858.CD003885.pub2
7042,,"Randomised trials in people with sickle cell disease will be needed to determine the optimal vaccination regimen when further, potentially more effective vaccines become available.","Randomised trials will be needed to determine the best vaccination schedule when further, potentially more effective vaccines become available.",10.1002/14651858.CD003885.pub2
7043,,Such trials should measure clinical outcomes of effectiveness.,Such trials should measure clinical outcomes of effectiveness.,10.1002/14651858.CD003885.pub2
7044,,"Antenatal digital perineal massage reduces the likelihood of perineal trauma (mainly episiotomies) and the reporting of ongoing perineal pain, and is generally well accepted by women.",Antenatal perineal massage helps reduce both perineal trauma during birth and pain afterwards.,10.1002/14651858.CD005123.pub3
7045,,"As such, women should be made aware of the likely benefit of perineal massage and provided with information on how to massage.",Women should be informed about the benefits of digital antenatal perineal massage.,10.1002/14651858.CD005123.pub3
7046,,This review includes a total of 1897 children and 729 adults in 39 trials.,We found 39 clinical trials involving 1897 children and 729 adults.,10.1002/14651858.CD000052.pub3
7047,,"Thirty-three trials were conducted in the emergency room and equivalent community settings, and six trials were on inpatients with acute asthma (207 children and 28 adults).","Thirty-three of the trials were conducted in an emergency room (or emergency department) and community settings (such as a GP's surgery), and six trials were on inpatients (people in hospital) with acute asthma (207 children and 28 adults).",10.1002/14651858.CD000052.pub3
7048,,"In children, length of stay in the emergency department was significantly shorter when the spacer was used.","In children, the length of stay in the emergency department was significantly shorter when the spacer was used instead of a nebuliser.",10.1002/14651858.CD000052.pub3
7049,,"The mean duration in the emergency department for children given nebulised treatment was 103 minutes, and for children given treatment via spacers 33 minutes less (95% CI -43 to -24 minutes, moderate quality evidence).",The average stay in the emergency department for children given nebulised treatment was 103 minutes.,10.1002/14651858.CD000052.pub3
7050,,"The mean duration in the emergency department for children given nebulised treatment was 103 minutes, and for children given treatment via spacers 33 minutes less (95% CI -43 to -24 minutes, moderate quality evidence).",Children given treatment via spacers spent an average of 33 minutes less.,10.1002/14651858.CD000052.pub3
7051,,Length of stay in the emergency department for adults was similar for the two delivery methods.,"In adults, the length of stay in the emergency department was similar for the two delivery methods.",10.1002/14651858.CD000052.pub3
7052,,Peak flow and forced expiratory volume were also similar for the two delivery methods.,Lung function tests were also similar for the two delivery methods in both adults and children.,10.1002/14651858.CD000052.pub3
7053,,"Pulse rate was lower for spacer in children, mean difference -5% baseline (95% CI -8% to -2%, moderate quality evidence), as was the risk of developing tremor (RR 0.64; 95% CI 0.44 to 0.95, moderate quality evidence).","Pulse rate was lower in children taking beta-agonists through a spacer (mean difference -5% baseline), and there was a lower risk of developing tremor.",10.1002/14651858.CD000052.pub3
7054,,Back pain is a common disorder that has a tendency to recur.,Back pain is a common disorder that has a tendency to recur.,10.1002/14651858.CD006555.pub2
7055,,"It is unclear if exercises, either as part of treatment or as a post-treatment programme, can reduce back pain recurrences.","We conducted this review to see if exercises, either as part of treatment or as a post-treatment programme could reduce back pain recurrences.",10.1002/14651858.CD006555.pub2
7056,,We found conflicting evidence for the effectiveness of exercise treatment in reducing the number of recurrences or the recurrence rate.,"However, the results of exercise treatment studies were conflicting.",10.1002/14651858.CD006555.pub2
7057,,"To compare the effects of chlorpromazine with atypical or second generation antipsychotic drugs, for the treatment of people with schizophrenia.",The main treatment for people with these symptoms of schizophrenia is antipsychotic drugs.,10.1002/14651858.CD010631.pub2
7058,,"To compare the effects of chlorpromazine with atypical or second generation antipsychotic drugs, for the treatment of people with schizophrenia.",In this Cochrane review we examined the effects of chlorpromazine for treating people with schizophrenia compared with newer antipsychotic drugs.,10.1002/14651858.CD010631.pub2
7059,,The risk of seizures varies by tumor type and its location in the brain.,The risk of a seizure varies with the tumor type and its location in the brain.,10.1002/14651858.CD004424.pub2
7060,,There was no difference between the treatment interventions and the control groups in preventing a first seizure in participants with brain tumors.,"There was no difference between treatment with these antiepileptic drugs and placebo, or observing the patient, in preventing a first seizure in 404 people with brain tumors.",10.1002/14651858.CD004424.pub2
7061,,"The risk of an adverse event was higher for those on antiepileptic drugs than for participants not on antiepileptic drugs (NNH 3; RR 6.10, 95% CI 1.10 to 34.63; P = 0.046).",The risk of an adverse event was higher for those on antiepileptic drugs (number needed to be treated to cause a harm in one person (NNH) 3).,10.1002/14651858.CD004424.pub2
7062,,"Hence, available evidence is insufficient to support or refute high-volume enteral feeds in preterm or low birth weight infants.",Available evidence is insufficient to support or refute the use of high-volume feeds in preterm or low birth weight infants.,10.1002/14651858.CD012413.pub2
7063,,Non-specific cough has been defined as non-productive cough in the absence of identifiable respiratory disease or known aetiology and is common in childhood.,"Prolonged, non-specific cough is common in childhood and is treated with a variety of therapies.",10.1002/14651858.CD005075.pub2
7064,,There is a wide variety and a growing market for these non-pharmacological treatments that include air-modification modalities.,"There is a growing market for non-pharmacological treatments and these include air-modification modalities, (ionisers, vaporisers, humidifiers, air filters and regular vacuuming).",10.1002/14651858.CD005075.pub2
7065,,"Based on the evidence currently available, a recommendation can not be given for air-modification interventions in the treatment of prolonged, non-specific cough in children.","Therefore, based on the evidence currently available, a recommendation for these treatments cannot be given.",10.1002/14651858.CD005075.pub2
7066,,High blood pressure is an important public health problem because of associated risks of stroke and cardiovascular events.,High blood pressure increases risks of stroke and heart attack.,10.1002/14651858.CD011745.pub2
7067,,"This review provides moderate-quality evidence to show that antihypertensive drugs do not reduce sudden death (risk ratio (RR) 0.96, 95% confidence interval (CI) 0.81 to 1.15) but do reduce both non-fatal myocardial infarction (RR 0.85, 95% CI 0.74, 0.98; absolute risk reduction (ARR) 0.3% over 4.2 years) and fatal myocardial infarction (RR 0.75, 95% CI 0.62 to 0.90; ARR 0.3% over 4.2 years).",This review presents moderate-quality evidence to show that blood pressure-lowering drugs reduce heart attacks but do not appear to reduce sudden cardiac death.,10.1002/14651858.CD011745.pub2
7068,,This suggests that sudden cardiac death may not be caused primarily by acute myocardial infarction.,This suggests that sudden cardiac death may not be caused primarily by heart attack.,10.1002/14651858.CD011745.pub2
7069,,Continued research is needed to determine the causes of sudden cardiac death.,Continued research is needed to determine the causes of sudden cardiac death.,10.1002/14651858.CD011745.pub2
7070,,They usually affect young men and older women.,Such injuries typically happen to young men and older women.,10.1002/14651858.CD008470.pub2
7071,,"One trial, following up 92 of 111 randomised participants, found no statistically significant differences between surgery and conservative treatment in patient-reported symptoms (self assessed ankle ""troubles"": 11/43 versus 14/49; risk ratio (RR) 0.90, 95% CI 0.46 to 1.76) or walking difficulties at seven years follow-up.",The largest trial found no evidence of differences between surgery and conservative treatment in patient-reported symptoms or walking difficulties at seven years follow-up.,10.1002/14651858.CD008470.pub2
7072,,"One trial, reporting data for 31 of 43 randomised participants, found a statistically significantly better mean Olerud score in the surgically treated group but no difference between the two groups in pain scores after a mean follow-up of 27 months.","The second trial found better results for the surgical group for function but not pain at 27 months, while the third trial reported no difference between the two groups in clinical outcome at 3.5 years.",10.1002/14651858.CD008470.pub2
7073,,"Otherwise, there were no statistically significant differences between the two groups in any of the reported complications.","Otherwise, there were no significant differences between the two groups in any of the reported complications nor in radiological signs of osteoarthritis.",10.1002/14651858.CD008470.pub2
7074,,The proportion of patients who had a stroke or died within 30 days of surgery did not differ significantly between the two types of anaesthetic techniques used during carotid endarterectomy.,There was no statistically significant difference between the anaesthetic techniques in the percentage of patients who had a stroke or died within 30 days of surgery.,10.1002/14651858.CD000126.pub4
7075,,"This systematic review provides evidence to suggest that patients and surgeons can choose either anaesthetic technique, depending on the clinical situation and their own preferences.","This systematic review provides evidence to suggest that patients and surgeons can choose either anaesthetic technique, depending on the clinical situation and their own preferences.",10.1002/14651858.CD000126.pub4
7076,,"At every dose analysed, levetiracetam significantly reduced focal seizure frequency relative to placebo.","At every dose that we analysed, levetiracetam significantly reduced the frequency of seizures as compared to placebo.",10.1002/14651858.CD001901.pub2
7077,,We also included methylphenidate groups from RCTs assessing methylphenidate versus other interventions for ADHD as well as data from follow-up periods in RCTs.,All RCTs assessed methylphenidate versus other interventions for ADHD and follow-up periods from RCTs.,10.1002/14651858.CD012069.pub2
7078,,"We included a total of 260 studies: 7 comparative cohort studies, 6 of which compared 968 patients who were exposed to methylphenidate to 166 controls, and 1 which assessed 1224 patients that were exposed or not exposed to methylphenidate during different time periods; 4 patient-control studies (53,192 exposed to methylphenidate and 19,906 controls); 177 non-comparative cohort studies (2,207,751 participants); 2 cross-sectional studies (96 participants) and 70 patient reports/series (206 participants).","In all the included non-comparative cohort studies, 2,207,751 participants were taking methylphenidate.",10.1002/14651858.CD012069.pub2
7079,,Participants' ages ranged from 3 years to 20 years.,Participants' ages ranged from 3 years to 20 years.,10.1002/14651858.CD012069.pub2
7080,,"Withdrawal of methylphenidate due to non-serious adverse events occurred in 6.20% (95% CI 4.80% to 7.90%; 37 studies, 7142 participants), and 16.2% were withdrawn for unknown reasons (95% CI 13.0% to 19.9%; 57 studies, 8340 participants).",Withdrawal from methylphenidate due to serious adverse events occurred in about 1.2 out of 100 patients treated with methylphenidate.,10.1002/14651858.CD012069.pub2
7081,,"Withdrawal of methylphenidate due to non-serious adverse events occurred in 6.20% (95% CI 4.80% to 7.90%; 37 studies, 7142 participants), and 16.2% were withdrawn for unknown reasons (95% CI 13.0% to 19.9%; 57 studies, 8340 participants).",Withdrawal from methylphenidate due to any adverse events occurred in about 7.3 out of 100 patients treated with methylphenidate.,10.1002/14651858.CD012069.pub2
7082,,"Withdrawal of methylphenidate due to non-serious adverse events occurred in 6.20% (95% CI 4.80% to 7.90%; 37 studies, 7142 participants), and 16.2% were withdrawn for unknown reasons (95% CI 13.0% to 19.9%; 57 studies, 8340 participants).",Withdrawal from methylphenidate due to non-serious adverse events occurred in about 6.2 out of 100 patients exposed to methylphenidate.,10.1002/14651858.CD012069.pub2
7083,,The GRADE quality rating of the evidence was very low.,Quality of the evidence,10.1002/14651858.CD012069.pub2
7084,,"Our certainty in the evidence is very low, and accordingly, it is not possible to accurately estimate the actual risk of adverse events.","Accordingly, it is not possible to accurately estimate the risks of adverse events in children and adolescents prescribed methylphenidate.",10.1002/14651858.CD012069.pub2
7085,,"Our findings suggest that methylphenidate may be associated with a number of serious adverse events as well as a large number of non-serious adverse events in children and adolescents, which often lead to withdrawal of methylphenidate.",Methyphenidiate might be associated with a number of serious adverse events.,10.1002/14651858.CD012069.pub2
7086,,"Our findings suggest that methylphenidate may be associated with a number of serious adverse events as well as a large number of non-serious adverse events in children and adolescents, which often lead to withdrawal of methylphenidate.",Methylphenidate produces a large number of other non-serious harmful effects in children and adolescents with ADHD.,10.1002/14651858.CD012069.pub2
7087,,"To do this we must undertake large-scale, high-quality RCTs, along with studies aimed at identifying responders and non-responders.","In order to do this, we need to undertake large-scale, high-quality RCTs along with other studies aimed at identifying those who respond and those who do not respond to treatment.",10.1002/14651858.CD012069.pub2
7088,,To evaluate the effectiveness and safety of topotecan for the treatment of ovarian cancer.,This review aims to evaluate the efficacy and safety of topotecan in the management of ovarian cancer.,10.1002/14651858.CD005589.pub2
7089,,"Six multicentre, well designed studies including 5640 participants were eligible for this review.","Six multicentre, well designed pre-market studies including 5640 participants were eligible for this review.",10.1002/14651858.CD005589.pub2
7090,,Pooling analysis did not performed due to the data not similar enough.,"Pooling analysis did not performed in four trials due to the data not similar enough, but conducted for two trials.",10.1002/14651858.CD005589.pub2
7091,,"Topotecan appears to have a similar level of effectiveness as paclitaxel, topotecan plus thalidomide, but shorter overall survival than PLD in the platinum-sensitive participants; adelays progression of disease than paclitaxel, treosulfan; topotecan plus thalidomide superior than topotecan alone on PFS.","Topotecan delays progression of disease than paclitaxel, treosulfan; topotecan plus thalidomide superior than topotecan alone on PFS, but topotecan alone significantly shorter than topotecan plus thalidomide.",10.1002/14651858.CD005589.pub2
7092,,"More large, well-designed and good conducted and good reported, particularly post-market studies are still required in the future in order to conform the effect and safety, and to have better representativeness.","For gaining the better representativeness, more large, well-designed randomised controlled trials of post-market drug are required in the future.",10.1002/14651858.CD005589.pub2
7093,,"Eighteen studies using nonrandomised or noncomparative designs were found, which generally reported favourable outcomes for ILP participants; however, reliable inferences cannot be drawn from these studies due to their use of weak methodology.","The results of these studies generally favoured ILP participants for the outcomes of interest; however, their weak methodology makes it difficult to draw any firm or reliable inferences for policy and practice.",10.1002/14651858.CD005558.pub2
7094,,Further research into ILPs using randomised controlled designs is needed.,Further research incorporating randomised designs is both feasible and necessary.,10.1002/14651858.CD005558.pub2
7095,,The evidence for sodium chloride is stronger but the results of the sodium chloride trial may no longer be relevant because of dietary changes which include an increased sodium intake in the general population.,The evidence of benefit for magnesium is stronger.,10.1002/14651858.CD000121
7096,,"Most of the studies included women with ruptured membranes, and there was some evidence that vaginal prostaglandin increased infection in mothers (chorioamnionitis RR 0.66, 95% CI 0.47 to 0.92) and babies (use of antibiotics RR 0.68, 95% CI 0.53 to 0.87).",Most of the studies recruited women with ruptured membranes and the number of babies with an infection was lower with oxytocin compared with expectant management.,10.1002/14651858.CD003246.pub2
7097,,A huge gap exists between the production of evidence and its uptake in clinical practice settings.,A huge gap exists between the production of research evidence (what is known) and its uptake in healthcare settings (what is done).,10.1002/14651858.CD009780.pub3
7098,,"To fill this gap, treatment guidelines, based on explicit assessments of the evidence base, are commonly used in several fields of psychiatry, including schizophrenia and related psychotic disorders.","Treatment guidelines are now commonly used in healthcare settings, including those providing treatment for schizophrenia.",10.1002/14651858.CD009780.pub3
7099,,"There is no randomised trial evidence to support or refute the suggestion that oxycodone, alone or in combination with naloxone, reduces pain in fibromyalgia.","There is no good evidence to support or refute the suggestion that oxycodone, alone or in combination with naloxone, reduces pain in fibromyalgia.",10.1002/14651858.CD012329
7100,,"Opioid drugs are commonly used to treat fibromyalgia, but they may not be beneficial for people with this condition.","Opioid painkillers are commonly used to treat fibromyalgia, but there is uncertainty over how good they are.",10.1002/14651858.CD012329
7101,,"This review replaces part of an earlier review that evaluated oxycodone for both neuropathic pain and fibromyalgia, which has now been split into separate reviews for the two conditions.","This review replaces part of a review originally published in 2014, which examined how well oxycodone worked in pain in fibromyalgia and some other medical conditions.",10.1002/14651858.CD012329
7102,,This review will consider pain in fibromyalgia only.,"In this review, we examined only pain in fibromyalgia.",10.1002/14651858.CD012329
7103,,"There is no randomised trial evidence to support or refute the suggestion that oxycodone, alone or in combination with naloxone, reduces pain in fibromyalgia.",There was no information from randomised controlled trials on the benefits or harms of oxycodone when used to treat pain in fibromyalgia.,10.1002/14651858.CD012329
