,prefix,input_text,target_text,doi
2989,,There is uncertain evidence that risperidone may also be more effective than lithium.,شواهد اندکی وجود داشت که نشان داد لیتیوم ممکن است کم‌تر از دارو‌ی آنتی‌سایکوتیک اولانزاپين موثر باشد اما این موضوع نیاز به بررسی بیش‌تری دارد.,10.1002/14651858.CD004048.pub4
2990,,"However, evidence assessing the efficacy of lithium in the treatment of acute mania is less robust.",سؤالات بی‌پاسخ همچنان باقی می‌مانند و با مطالعات بزرگ‌تر و خوب طراحی‌شده‌ای که به مقایسه لیتیوم با سایر درمان‌ها برای مانیای حاد بپردازند، بهتر پاسخ داده خواهند شد.,10.1002/14651858.CD004048.pub4
2991,,"Wound drains are often used after plastic and reconstructive surgery of the breast, in order to reduce potential complications.",جراحی پلاستیک و اعمال جراحی ترمیمی می‌تواند شامل بزرگ کردن پستان، کوچک کردن پستان، و بازسازی پستان باشد (به عنوان مثال بعد از برداشتن پستان در بیماران مبتلا به سرطان پستان).,10.1002/14651858.CD007258.pub3
2992,,It is unclear whether there is any evidence to support this practice and we therefore undertook a systematic review of the best evidence available.,طی چند دهه، جراحان بعد از این پروسیجرها، درن‌های زخم را برای به حداقل رساندن عوارض احتمالی جاگذاری می‌کنند، هر چند معلوم نیست که شواهدی برای این کار وجود داشته باشد.,10.1002/14651858.CD007258.pub3
2993,,It is unclear whether there is any evidence to support this practice and we therefore undertook a systematic review of the best evidence available.,شواهد محدود موجود و به دست آمده از کارآزمایی‌های بالینی را مرور کردیم، و هیچ شواهدی درباره اینکه استفاده از درن‌ها، پیامدهای بیمار را در جراحی کوچک کردن پستان بهبود می‌بخشد، مشاهده نکردیم.,10.1002/14651858.CD007258.pub3
2994,,"All randomised trials (RCTs) that compared the use of a wound drain with no wound drain following plastic and reconstructive surgery of the breast (breast augmentation, breast reduction and breast reconstruction) in women were eligible.",هیچ کارآزمایی درباره افرادی که افزایش بافت پستان یا بازسازی پستان داشتند، وجود نداشت.,10.1002/14651858.CD007258.pub3
2995,,"Active mind-body movement therapies (AMBMTs), including but not limited to yoga, tai chi, and qigong, have been applied as exercise modalities for people with chronic obstructive pulmonary disease (COPD).",بیماری مزمن انسدادی ریه (chronic obstructive pulmonary disease; COPD) یکی از علل عمده بیماری-سلامت (ill-health) و در حال حاضر چهارمین علت مرگ‌و‌میر در سراسر جهان است.,10.1002/14651858.CD012290.pub2
2996,,"Active mind-body movement therapies (AMBMTs), including but not limited to yoga, tai chi, and qigong, have been applied as exercise modalities for people with chronic obstructive pulmonary disease (COPD).",حرکت‌درمانی فعال ذهن-بدن (active mind-body movement therapies; AMBMTs) شامل درمان‌های ذهن-بدن مانند تنفس کنترل شده و/یا مداخلات متمرکز بر مدیتیشن/توجه است که در آنها شرکت‌کنندگان باید مفاصل و عضلات خود را به‌طور فعال حرکت دهند (مانند یوگا، تای‌چی، چیگونگ).,10.1002/14651858.CD012290.pub2
2997,,"Active mind-body movement therapies (AMBMTs), including but not limited to yoga, tai chi, and qigong, have been applied as exercise modalities for people with chronic obstructive pulmonary disease (COPD).",حرکت‌درمانی فعال ذهن-بدن (active mind-body movement therapies; AMBMTs) شامل درمان‌های ذهن-بدن مانند تنفس کنترل شده و/یا مداخلات متمرکز بر مدیتیشن/توجه است که در آنها شرکت‌کنندگان باید مفاصل و عضلات خود را به‌طور فعال حرکت دهند (مانند یوگا، تای‌چی، چیگونگ).,10.1002/14651858.CD012290.pub2
2998,,"AMBMT strategies have been found to be more effective than usual care; however, whether AMBMT is inferior, equivalent, or superior to pulmonary rehabilitation (PR) in people with COPD remains to be determined.",استراتژی‌های AMBMT استفاده شده برای افراد مبتلا به COPD موثرتر از مراقبت معمول نشان داده شده‌اند.,10.1002/14651858.CD012290.pub2
2999,,"AMBMT strategies have been found to be more effective than usual care; however, whether AMBMT is inferior, equivalent, or superior to pulmonary rehabilitation (PR) in people with COPD remains to be determined.",با این حال تاثیر AMBMT به عنوان یک مکمل یا در مقایسه مستقیم با توانبخشی ریوی (pulmonary rehabilitation; PR)، اساس مدیریت COPD، هنوز مشخص نشده؛ این، هدف مرور فعلی است.,10.1002/14651858.CD012290.pub2
3000,,We included in the meta-analysis 10 studies with 762 participants across one or more comparisons.,ما 10 مطالعه را شامل 762 شرکت‌کننده وارد کردیم که به‌طور تصادفی برای دریافت AMBMT به تنهایی یا در ترکیب با PR یا PR به تنهایی (عمدتا آموزش راه رفتن بدون ساختار) اختصاص داده شدند.,10.1002/14651858.CD012290.pub2
3001,,"Given the quality of available evidence, the effects of AMBMT versus PR or of AMBMT added to PR versus PR alone in people with stable COPD remain inconclusive.",با توجه به کیفیت شواهد موجود، تاثیرات AMBMT در مقایسه با PR یا AMBMT اضافه شده به PR در مقایسه با PR به تنهایی غیر-قطعی باقی مانده‌اند.,10.1002/14651858.CD012290.pub2
3002,,"Evidence of low quality suggests better disease-specific QoL with AMBMT versus PR in people with stable COPD, and evidence of very low quality suggests no differences in dyspnoea between AMBMT and PR.",شواهد موجود نشان می‌دهد هنگامی‌ که AMBMT با PR به تنهایی مقایسه شد، بهبودهای بیشتری در کیفیت زندگی مرتبط با بیماری با AMBMT مشاهده شد، اگر چه AMBMT با توجه به تنگی نفس (dyspnoea) (تنگی نفس (breathlessness)) برتر از PR نبود.,10.1002/14651858.CD012290.pub2
3003,,"Evidence of moderate quality shows that AMBMT added to PR does not result in improved disease-specific QoL, and evidence of very low quality suggests that AMBMT added to PR may lead to better generic QoL versus PR alone.",AMBMT اضافه شده به PR منجر به بهبود بیشتری در کیفیت عمومی زندگی در مقایسه با PR به تنهایی شد، اگرچه اضافه کردن AMBMT به PR منجر به بهبود بیشتر در کیفیت زندگی مختص بیماری نشد.,10.1002/14651858.CD012290.pub2
3004,,"information on duration, intensity, and progression) delivered by trained professionals with a comprehensive understanding of respiratory physiology, exercise science, and the pathology of COPD are needed before definitive conclusions can be drawn regarding treatment outcomes with AMBMT versus PR or AMBMT added to PR versus PR alone for patients with COPD.",با این حال، پیش از نتیجه‌گیری‌های قطعی، انجام مطالعات پژوهشی آینده که به مقایسه AMBMT با PR بپردازند مورد نیاز هستند و برای طراحی مداخلات مقایسه کننده باید از دستورالعمل‌های PR فعلی استفاده کنند، که ترجیحا توسط متخصصان خوب آموزش دیده دارای درک جامع از فیزیولوژی تنفسی، علم ورزش و پاتولوژی COPD ارائه شده‌اند.,10.1002/14651858.CD012290.pub2
3005,,"Thyroid nodules are very common in general medical practice, but rarely turn out to be a medullary thyroid carcinoma (MTC).",ندول‌های تیروئید در جمعیت عمومی بسیار شایع هستند.,10.1002/14651858.CD010159.pub2
3006,,"Thyroid nodules are very common in general medical practice, but rarely turn out to be a medullary thyroid carcinoma (MTC).",در بعضی از افراد این گره به یک کارسینوم مدولاری تیروئید تبدیل می‌شود، که یک تومور نادر در غده تیروئید است.,10.1002/14651858.CD010159.pub2
3007,,Calcitonin is a sensitive tumour marker for the detection of MTC (basal calcitonin).,بنابراین می‌توان از آن به عنوان یک مارکر حساس تومور استفاده کرد.,10.1002/14651858.CD010159.pub2
3008,,Sometimes a stimulation test is used to improve specificity (stimulated calcitonin).,در موارد خاص، تولید کلسی‌تونین توسط یک تومور می‌تواند با تست تحریک (stimulation test)، برانگیخته و تحریک شود تا بتوان بین تولید کلسی‌تونین توسط تومور یا دلایل دیگر، دقیق‌تر تمایز قایل شد.,10.1002/14651858.CD010159.pub2
3009,,The objective of this review was to determine the diagnostic accuracy of basal and/or stimulated calcitonin as a triage or add-on test for detection of MTC in people with thyroid nodules.,برای ارزیابی دقت تست کلسی‌تونین در افراد مبتلا به ندول تیروئید برای تشخیص کارسینوم مدولاری تیروئید، به بررسی منابع علمی موجود پرداختیم.,10.1002/14651858.CD010159.pub2
3010,,"In 16 studies, we identified 72,368 participants with nodular thyroid disease in whom routinely calcitonin testing was performed.",ما تا جون 2018 به جست‌وجوی شواهد موجود در منابع علمی پرداختیم و در مجموع 16 مطالعه را شناسایی کردیم.,10.1002/14651858.CD010159.pub2
3011,,All included studies performed the calcitonin test as a triage test.,مطالعات در صورتی وارد شدند که در آن‌ها یک تست معمول کلسی‌تونین (با یا بدون تست تحریکی) در همه افراد مبتلا به بیماری ندول تیروئید انجام شد.,10.1002/14651858.CD010159.pub2
3012,,Both basal and combined basal and stimulated calcitonin testing have a high sensitivity and specificity.,یافته‌های ما نشان می‌دهند که هر دو تست کلسی‌تونین بازال و تحریکی قادر به تشخیص تقریبا همه افراد مبتلا به کارسینوم مدولاری تیروئید هستند.,10.1002/14651858.CD010159.pub2
3013,,"Although the European Thyroid Association's guideline advocates calcitonin determination in people with thyroid nodules, the role of routine calcitonin testing in individuals with thyroid nodules is still questionable.",براساس منابع علمی موجود، شواهد کافی برای تست روتین کلسی‌تونین در همه افراد مبتلا به ندول (گره) تیروئید وجود ندارد.,10.1002/14651858.CD010159.pub2
3014,,We searched Cochrane Pregnancy and Childbirth's Trials Register (7 April 2017) and reference lists of retrieved studies.,آیا این نوع مراقبت‌ها باعث بهبود سلامت مادر و نوزاد او حین و پس از بارداری بعدی می‌شود؟ برای پاسخ به این سوال تمام مطالعات مرتبط را جمع‌آوری و تجزیه‌وتحلیل کردیم (تاریخ جست‌وجو: اپریل 2017).,10.1002/14651858.CD010211.pub3
3015,,Gestational diabetes mellitus (GDM) is associated with adverse health outcomes for mothers and their infants both perinatally and long term.,دیابت بارداری (gestational diabetes; GD)، که دیابت ملیتوس بارداری (gestational diabetes mellitus; GDM) نامیده می‌شود، عدم تحمل گلوکز در دوران بارداری است.,10.1002/14651858.CD010211.pub3
3016,,Gestational diabetes mellitus (GDM) is associated with adverse health outcomes for mothers and their infants both perinatally and long term.,GDM می‌تواند منتهی به عوارض سلامت برای مادر شود.,10.1002/14651858.CD010211.pub3
3017,,Women with a history of GDM are at risk of recurrence in subsequent pregnancies and may benefit from intervention in the interconception period to improve maternal and infant health outcomes.,زنان مبتلا به GDM در معرض خطر ابتلا به این بیماری در دوران بارداری بعدی قرار دارند.,10.1002/14651858.CD010211.pub3
3018,,"We identified a completed randomised controlled trial that was designed to evaluate the effects of a diet and exercise intervention compared with standard care in women with a history of GDM, however to date, it has only published results on women who were pregnant at randomisation (and not women in the interconception period).",برای کارآزمایی‌هایی که پیامدهای سلامت زنان و نوزادان را پس از مراقبت اینترکانسپشن خاص مورد بررسی قرار دادند و با پیامدهای مراقبت استاندارد (بدون مراقبت اینترکانسپشن از این نوع) مقایسه کردند، جست‌وجو انجام دادیم.,10.1002/14651858.CD010211.pub3
3019,,"We also identified a trial that was designed to evaluate the effects of a weight loss and exercise intervention compared with lifestyle education also in obese women with a history of GDM planning a subsequent pregnancy, however it has not yet been published.",جست‌وجوی ما یک کارآزمایی را شناسایی کرد که هنوز مجموعه کامل نتایج را منتشر نکرده، به علاوه دو کارآزمایی دیگر را که یکی هنوز در حال انجام است و دیگر هنوز منتشر نشده نیز شناسایی کردیم.,10.1002/14651858.CD010211.pub3
3020,,The role of interconception care for women with a history of GDM remains unclear.,از آنجایی که در حال حاضر مطالعاتی در دسترس نیست، شواهد کافی برای گفتن اینکه مراقبت اینترکانسپشن برای زنان دارای سابقه GDM می‌تواند به بهبود سلامت مادران و نوزادان کمک کند، وجود ندارد.,10.1002/14651858.CD010211.pub3
3021,,"Randomised controlled trials are required evaluating different forms and protocols of interconception care for these women on perinatal and long-term maternal and infant health outcomes, acceptability of such interventions and cost-effectiveness.",مطالعاتی با کیفیت بالاتر برای ارزیابی پیامدهای کوتاه‌مدت و طولانی‌مدت سلامت زنان و نوزادان و نیز ارزیابی تاثیرات بر خدمات سلامت مورد نیاز است.,10.1002/14651858.CD010211.pub3
3022,,"As such, our results indicated uncertainty of the relative benefits and harms of valacyclovir over acyclovir in herpes zoster ophthalmicus, despite its widespread use for this condition.",تردیدهایی نسبت به مزایا و مضرات والاسیکلوویر در قیاس با آسیکلوویر در درمان هرپس زوستر چشمی وجود دارد.,10.1002/14651858.CD011503.pub2
3023,,"Herpes zoster ophthalmicus affects the eye and vision, and is caused by the reactivation of the varicella zoster virus in the distribution of the first division of the trigeminal nerve.",هرپس زوستر چشمی، راش‌های دردناک و خارش‌داری هستند که روی یک طرف از پیشانی ظاهر می‌شوند.,10.1002/14651858.CD011503.pub2
3024,,"Herpes zoster ophthalmicus affects the eye and vision, and is caused by the reactivation of the varicella zoster virus in the distribution of the first division of the trigeminal nerve.",پزشکان می‌توانند هرپس زوستر چشمی را با آسیکلوویر، داروی ضد-ویروسی که ویروس آبله‌مرغان را از بین می‌برد، درمان کنند.,10.1002/14651858.CD011503.pub2
3025,,"As such, our results indicated uncertainty of the relative benefits and harms of valacyclovir over acyclovir in herpes zoster ophthalmicus, despite its widespread use for this condition.",نویسندگان درباره هرگونه مزیت والاسیکلوویر نسبت به آسیکلوویر در درمان هرپس زوستر چشمی تردید داشتند.,10.1002/14651858.CD011503.pub2
3026,,We last searched the electronic databases on 13 June 2016.,محققان کاکرین، مطالعاتی را که تا جون 2016 منتشر شدند، جست‌وجو کردند.,10.1002/14651858.CD011503.pub2
3027,,We found insufficient evidence to draw robust conclusions about the effects of oral health educational interventions for nursing home staff and residents.,ما شواهد مربوط به اثربخشی آموزش سلامت دهان برای ساکنین یا کارکنان خانه سالمندان، را در مقایسه با مراقبت معمول برای بهبود سلامت دهان ساکنین مرور کردیم.,10.1002/14651858.CD010535.pub2
3028,,"Educational interventions for nurses or residents, or both, focusing on knowledge and skills related to oral health management may have the potential to improve residents' oral health.",بنابراین آموزش سلامت دهان برای ساکنین و/یا کارکنان خانه سالمندان می‌تواند یک استراتژی برای بهبود این وضعیت باشد.,10.1002/14651858.CD010535.pub2
3029,,We included nine RCTs involving 3253 nursing home residents in this review; seven of these trials used cluster randomisation.,ما جست‌وجویی را برای یافتن مطالعات مرتبط که تا ژانویه 2016 به انجام رسیده‌اند، انجام داده و به نه کارآزمایی با مجموع 3253 فرد ساکن خانه سالمندان دست یافتیم.,10.1002/14651858.CD010535.pub2
3030,,"The mean resident age ranged from 78 to 86 years across studies, and most participants were women (more than 66% in all studies).",میانگین سن ساکنین در این مطالعات بین 78 تا 86 سال بود.,10.1002/14651858.CD010535.pub2
3031,,"The proportion of residents with dental protheses ranged from 62% to 87%, and the proportion of edentulous residents ranged from 32% to 90% across studies.",در تمامی مطالعات اکثر افراد از دندان مصنوعی استفاده می‌کردند (بین 62% تا 87%).,10.1002/14651858.CD010535.pub2
3032,,Follow-up of included studies ranged from three months to five years.,طول مدت کارآزمایی‌ها از سه ماه تا پنج سال متغیر بود.,10.1002/14651858.CD010535.pub2
3033,,"All trials assessed our third primary outcome, 'dental or denture plaque'.",ما نتوانستیم مزیت آشکاری از آموزش سلامت دندان ساکنین خانه سالمندان به کارکنان و/یا پرستاران، که با پلاک دندان طبیعی و مصنوعی ارزیابی شده بود، شناسایی کنیم.,10.1002/14651858.CD010535.pub2
3034,,None of the studies assessed adverse events of the intervention.,هیچ مطالعه‌ای به ارزیابی سلامت دهان، کیفیت زندگی مرتبط با سلامت دهان یا حوادث جانبی نپرداخته بود.,10.1002/14651858.CD010535.pub2
3035,,We found insufficient evidence to draw robust conclusions about the effects of oral health educational interventions for nursing home staff and residents.,از آنجا که برنامه‌های آموزشی به خوبی شرح داده نشده بودند، نمی‌توان نتیجه‌گیری‌های مشخصی از نتایج به دست آمده در مورد اثربخشی یا آسیب بالقوه مختص مداخلات آموزش سلامت دهان در خانه سالمندان ارائه داد.,10.1002/14651858.CD010535.pub2
3036,,We found insufficient evidence to draw robust conclusions about the effects of oral health educational interventions for nursing home staff and residents.,لازم است کارآزمایی‌های بالینی برای بررسی مزایا و آسیب‌های برنامه‌های آموزشی سلامت دهان در خانه سالمندان انجام گیرد.,10.1002/14651858.CD010535.pub2
3037,,To determine the effectiveness and safety of bioidentical hormones compared to placebo or non-bioidentical hormones for the relief of vasomotor symptoms.,این مطالعه مروری کاکرین به ارزیابی اثربخشی و بی‌خطری هورمون-درمانی بیولوژیک (bioidentical hormone therapy; BHT) در مقایسه با عدم-درمان یا هورمون‌-درمانی (hormone treatment; HT) غیر-بیولوژیک برای رفع نشانه‌های وازوموتور در طول دوره گذار یائسگی می‌پردازد.,10.1002/14651858.CD010407.pub2
3038,,Various hormone therapies (HT) are available to treat menopausal vasomotor symptoms.,امروزه هورمون‌-درمانی‌های (hormone therapies; HT) متنوعی برای درمان نشانه‌های وازوموتور یائسگی در دسترس هستند.,10.1002/14651858.CD010407.pub2
3039,,"Bioidentical hormones are chemically identical to those produced by the human body, and several types are well-tested and available on prescription.",هورمون‌های بیولوژیک (bioidentical hormones) به لحاظ ساختار شیمیایی کاملا شبیه آن دسته از هورمون‌هایی هستند که توسط بدن انسان تولید می‌شوند، و انواع مختلفی از آن‌ها به خوبی مورد بررسی قرار گرفته و برای تجویز قابل دستیابی هستند.,10.1002/14651858.CD010407.pub2
3040,,Many women have opted for bioidentical hormone therapy (BHT) on the assumption that it is safer than other forms of HT.,بسیاری از زنان بر پایه این فرضیه که درمان با هورمون-درمانی بیولوژیک (BHT) نسبت به سایر اشکال هورمون-درمانی بی‌خطرتر است، تمایل به استفاده از آن دارند.,10.1002/14651858.CD010407.pub2
3041,,We evaluated the evidence.,با این حال، از آنجا که مشخص نیست BHT بهتر یا ایمن‌تر از دیگر اشکال HT است یا خیر، شواهد را ارزیابی کردیم.,10.1002/14651858.CD010407.pub2
3042,,Most studies (20/23) included only women with moderate to severe hot flushes.,این مطالعات در مجموع 5779 زن را وارد کردند که در دوره گذار یائسگی قرار داشته و از گُرگرفتگی رنج می‌بردند.,10.1002/14651858.CD010407.pub2
3043,,Most studies (20/23) included only women with moderate to severe hot flushes.,اکثر مطالعات (20/23) فقط دربرگیرنده زنانی بودند که دچار گُرگرفتگی متوسط تا شدید بودند.,10.1002/14651858.CD010407.pub2
3044,,None of the studies reported night sweats as a separate outcome.,هیچ یک از مطالعات تعریق‌های شبانه را به عنوان یک پیامد جداگانه گزارش نکردند.,10.1002/14651858.CD010407.pub2
3045,,"There were fewer hot flushes per day in the BHT group (MD -3.04 95% CI -4.05 to -2.03, one study, 458 women, moderate quality evidence)
Adverse effects
Adverse events (such as headache, breast tenderness, arthralgia and nausea) were more common in the intervention group (OR 1.96, 95% CI 1.26 to 3.03, one RCT, 458 women, moderate quality evidence).",شواهدی با کیفیت پائین تا متوسط مبنی بر وجود نرخ‌های بالاتر عوارض جانبی از جمله سردرد، خونریزی واژینال، تندرنس پستان و واکنش‌های پوستی در گروه BHT وجود داشت.,10.1002/14651858.CD010407.pub2
3046,,"Subgroup analyses
Subgroup analyses by dose of BHT suggested that higher doses of BHT may be associated with more effectiveness but also higher risk of adverse effects.",شواهدی با کیفیت پائین تا متوسط مبنی بر وجود نرخ‌های بالاتر عوارض جانبی از جمله سردرد، خونریزی واژینال، تندرنس پستان و واکنش‌های پوستی در گروه BHT وجود داشت.,10.1002/14651858.CD010407.pub2
3047,,"Adverse effects
Findings were inconsistent.",شواهد خوبی مبنی بر وجود تفاوت در اثربخشی بین BHT و CEE وجود ندارد، و یافته‌های مربوط به اثرات جانبی متناقض هستند.,10.1002/14651858.CD010407.pub2
3048,,This condition has been named 'chronic cerebrospinal venous insufficiency' (CCSVI).,نارسایی مزمن وریدی مغزی‌نخاعی (chronic cerebrospinal venous insufficiency; CCSVI) یک وضعیت عروقی است که مشخصه آن جریان خون وریدی محدود شده از مغز و طناب نخاعی، عمدتا به دلیل باریک شدن یا انسداد وریدها در سر و گردن، است.,10.1002/14651858.CD009903.pub3
3049,,"It has been hypothesised that intraluminal defects, compression, or hypoplasia in the internal jugular or azygos veins may be important factors in the pathogenesis of MS.",این‌طور فرض ‌شده که CCSVI ممکن است عامل مهمی‌ در پیشرفت MS باشد و درمان CCSVI با استفاده از کاتتر ونوگرافی (catheter venography) و آنژیوپلاستی ترانس‌لومینال از طریق پوست (percutaneous transluminal angioplasty; PTA) برای گشاد کردن وریدها ممکن است نشانه‌ها و کیفیت زندگی را در افراد مبتلا به MS بهبود ببخشد.,10.1002/14651858.CD009903.pub3
3050,,We included three RCTs (238 participants) in this update.,ما سه مطالعه (238 شرکت‌کننده) را مرور کردیم که PTA را با PTA ساختگی در شرکت‌کنندگان مبتلا به MS و CCSVI مقایسه کردند.,10.1002/14651858.CD009903.pub3
3051,,"This systematic review identified moderate-quality evidence that, compared with sham procedure, venous PTA intervention did not provide benefit on patient-centred outcomes (disability, physical or cognitive functions, relapses, quality of life) in people with MS. Venous PTA has proven to be a safe technique but in view of the available evidence of its ineffectiveness, this intervention cannot be recommended in people with MS. All ongoing trials were withdrawn or terminated and hence this updated review is conclusive.",ما دریافتیم که PTA وریدی هیچ مزیتی برای ناتوانی، عملکرد فیزیکی یا شناختی، عودها، یا کیفیت زندگی ندارد.,10.1002/14651858.CD009903.pub3
3052,,"This systematic review identified moderate-quality evidence that, compared with sham procedure, venous PTA intervention did not provide benefit on patient-centred outcomes (disability, physical or cognitive functions, relapses, quality of life) in people with MS. Venous PTA has proven to be a safe technique but in view of the available evidence of its ineffectiveness, this intervention cannot be recommended in people with MS. All ongoing trials were withdrawn or terminated and hence this updated review is conclusive.",اثبات ‌شده که PTA وریدی یک مداخله ایمن اما بی‌اثر است و نمی‌تواند در بیماران مبتلا به MS توصیه شود.,10.1002/14651858.CD009903.pub3
3053,,No further randomised clinical studies are needed.,تمام کارآزمایی‌هایی که در حال انجام بودند، یا خاتمه یافتند یا انصراف دادند، بنابراین این مرور به‌روز‌ شده قطعی است.,10.1002/14651858.CD009903.pub3
3054,,It is not known if providing respiratory support to preterm infants before cord clamping improves outcomes.,آیا نوزادان پره‌ترم از دریافت حمایت تنفسی پیش از بسته شدن بند ناف سود می‌برند؟,10.1002/14651858.CD012491.pub2
3055,,"Placental transfusion (by means of delayed cord clamping (DCC), cord milking, or cord stripping) confers benefits for preterm infants.",امکان دریافت خون از جفت پس از تولد و پیش از بسته شدن بند ناف در نوزادان پره‌ترم از نظر سلامت منافعی برای کودک دارد و برای مادر مضر نیست.,10.1002/14651858.CD012491.pub2
3056,,It is not known if providing respiratory support to preterm infants before cord clamping improves outcomes.,از بستن بند ناف، اکثر نوزادان پره‌ترم به اشکال مختلفی حمایت تنفسی دریافت می‌کنند مانند فشار مثبت مداوم راه هوایی (continuous positive airway pressure; CPAP).,10.1002/14651858.CD012491.pub2
3057,,One study fulfilled the review criteria.,ما بانک‌های اطلاعاتی پزشکی را جست‌وجو کرده و یک مطالعه را برای گنجاندن در این مرور یافتیم.,10.1002/14651858.CD012491.pub2
3058,,"In this study, 150 preterm infants of less than 32 weeks' gestation undergoing 60 second DCC were randomized to a group who received respiratory support in the form of continuous positive airway pressure (CPAP) or positive pressure ventilation during DCC and a group that did not receive respiratory support during the procedure.",‌نوزادان پره‌ترم که پیش از هفته 32 بارداری (32 هفته از اولین روز از آخرین دوره قاعدگی تا تاریخ فعلی) متولد شدند و بسته شدن ناف در آنها به مدت 60 ثانیه پس از زایمان به تاخیر افتاد، به‌طور تصادفی برای ورود به گروهی از نوزادان که حمایت تنفسی دریافت کردند و گروهی از نوزادان که حمایت تنفسی دریافت نکردند، انتخاب شدند.,10.1002/14651858.CD012491.pub2
3059,,The results from one study with wide CIs for magnitude of effect do not provide evidence either for or against the use of respiratory support before clamping the umbilical cord.,یک مطالعه واحد در این مرور شواهد کافی را به نفع یا علیه استفاده از حمایت تنفسی پیش از بستن بند ناف ارائه نکرد.,10.1002/14651858.CD012491.pub2
3060,,"Overall, the quality of evidence for several key neonatal outcomes (e.g.",کیفیت شواهد عمدتا به این دلیل که نوزادان بیشتری برای نتیجه‌گیری قطعی باید مورد مطالعه قرار بگیرند، پائین بود.,10.1002/14651858.CD012491.pub2
3061,,"To determine whether adrenaline or vasopressin, or both, administered during cardiac arrest, afford any survival benefit.",آیا دارو‌های آدرنالین یا وازوپرسین بقا را در ایست قلبی بهبود می‌بخشند.,10.1002/14651858.CD003179.pub2
3062,,"Any randomised controlled trial comparing: standard-dose adrenaline versus placebo; standard-dose adrenaline versus high-dose adrenaline; and adrenaline versus vasopressin, in any setting, due to any cause of cardiac arrest, in adults and children.","ما 26 کارآزمایی تصادفی‌سازی و کنترل شده را دربرگیرنده 21,704 شرکت‌کننده شناسایی کردیم که تاثیر آدرنالین یا وازوپرسین را بر بقا پس از ایست قلبی بررسی کرده بودند که در داخل و خارج از بیمارستان و در بزرگسالان و کودکان رخ داده باشد.",10.1002/14651858.CD003179.pub2
3063,,"Any randomised controlled trial comparing: standard-dose adrenaline versus placebo; standard-dose adrenaline versus high-dose adrenaline; and adrenaline versus vasopressin, in any setting, due to any cause of cardiac arrest, in adults and children.",بعضی مطالعات آدرنالین را در دوز‌های استاندارد با دارونما (placebo) (داروی ساختگی) مقایسه کرده بودند؛ برخی دوز استاندارد آدرنالین را در برابر دوز بالا مقایسه کرده بودند؛ و بقیه وازوپرسین به‌تنهایی یا وازوپرسین به علاوه آدرنالین را با دوز‌های استاندارد آدرنالین مقایسه کرده بودند. منابع تامین مالی مطالعه,10.1002/14651858.CD003179.pub2
3064,,The source of funding was not stated in 11 of the 26 studies.,منبع تامین مالی در 11 مورد از 26 مطالعه ذکر نشده بود.,10.1002/14651858.CD003179.pub2
3065,,"The study drugs were provided by the manufacturer in four of the 26 studies, but neither drug represents a profitable commercial option.",دارو‌های مطالعه در چهار مورد از 26 مطالعه به وسیله تولید کننده فراهم شده بودند، اما هیچ یک از داروها یک گزینه تجاری سودآور نیستند.,10.1002/14651858.CD003179.pub2
3066,,The other 11 studies were funded by organisations such as research foundations and government funding bodies.,بودجه 11 مطالعه دیگر توسط سازمان‌هایی مانند بنیاد‌های پژوهشی و موسسات مالی دولتی تامین شده بود.,10.1002/14651858.CD003179.pub2
3067,,There was no evidence that adrenaline (any dose) or vasopressin improved neurological outcomes.,مطالعات شواهدی را یافته بودند که نشان می‌داد آدرنالین در شروع دوباره کار قلب و کمک به بهبودی کافی افراد برای رفتن به خانه از بیمارستان موثر بوده است.,10.1002/14651858.CD003179.pub2
3068,,There was no evidence that adrenaline (any dose) or vasopressin improved neurological outcomes.,با این حال، شواهدی وجود نداشت که نشان دهد هیچ یک از این دارو‌ها بقا را همراه با پیامد نورولوژیکی مطلوب بهبود می‌بخشند.,10.1002/14651858.CD003179.pub2
3069,,Very low -quality evidence found that high-dose adrenaline compared to standard-dose adrenaline improved return of spontaneous circulation and survival to admission.,کیفیت کلی شواهد از پائین تا متوسط متفاوت بود (برای مطالعات مربوط به مقایسه آدرنالین با دارونما)، اما عمدتا به علت خطرات سوگیری در مطالعات برای سایر مقایسه‌ها، پائین یا بسیار پائین بود.,10.1002/14651858.CD003179.pub2
3070,,Many of these studies were conducted more than 20 years ago.,بسیاری از این مطالعات بیش از 20 سال قبل انجام شده بودند.,10.1002/14651858.CD003179.pub2
3071,,"Treatment has changed in recent years, so the findings from older studies may not reflect current practice.",درمان در سالیان اخیر تغییر کرده، بنابراین یافته‌های مربوط به مطالعات قدیمی‌تر ممکن است کار بالین کنونی را منعکس نکنند.,10.1002/14651858.CD003179.pub2
3072,,Glaucoma is a leading cause of irreversible blindness.,گلوکوم یک وضعیت چشمی شایع است و در صورت عدم درمان می‌تواند منجر به کوری شود.,10.1002/14651858.CD012741.pub2
3073,,The date of the search was 12 July 2018.,نویسندگان مرور کاکرین برای یافتن مطالعات منتشرشده تا 12 جولای 2018 جست‌وجو کردند.,10.1002/14651858.CD012741.pub2
