,prefix,input_text,target_text,doi
18292,,To assess the effects of topical pimecrolimus for treating eczema.,"This review of clinical trials aimed to find out whether topical pimecrolimus is better than topical corticosteroids or tacrolimus for treating eczema in infants, children and adults by assessing the improvement of eczema and adverse events associated with treatments.",10.1002/14651858.CD005500.pub2
18293,,"Pimecrolimus was significantly less effective than two topical corticosteroids, i.e.","Pimecrolimus cream was developed as an alternative to topical corticosteroids, but it is much more expensive than corticosteroids.",10.1002/14651858.CD005500.pub2
18294,,"Pimecrolimus was significantly less effective than two topical corticosteroids, i.e.",It is also not clear whether pimecrolimus is more effective or better tolerated than corticosteroids or a similar drug called tacrolimus.,10.1002/14651858.CD005500.pub2
18295,,We included 31 trials (8019 participants) in the analysis.,This review included data from 31 clinical trials involving 8019 participants.,10.1002/14651858.CD005500.pub2
18296,,"In short-term (≤ 6 weeks) trials, pimecrolimus cream was significantly more effective and well-tolerated than vehicle (cream base, but not containing pimecrolimus).","In the short-term (less than six weeks) treatment of eczema, we found pimecrolimus was more effective and well-tolerated when compared against vehicle (cream base not containing any pimecrolimus).",10.1002/14651858.CD005500.pub2
18297,,"In long-term trials (≥ 6 months), pimecrolimus was significantly better than vehicle in preventing flares (9 trials, 3091 participants, RR 1.47, 95% CI 1.32 to 1.64 at six months) and in improving quality of life.","Likewise, pimecrolimus was better than vehicle cream in preventing deterioration in eczema based on data from 9 trials involving 3091 participants.",10.1002/14651858.CD005500.pub2
18298,,"Pimecrolimus was significantly less effective than two topical corticosteroids, i.e.","However, we found that 3 weeks treatment with pimecrolimus was less effective than a moderate (triamcinolone acetonide, data from 1 trial with 658 participants) and a potent topical corticosteroid (betamethasone valerate, data from 1 trial with 87 participants).",10.1002/14651858.CD005500.pub2
18299,,"Pimecrolimus was significantly less effective than 0.1% tacrolimus for investigators' global assessment at 6 weeks (RR 0.58, 95% CI 0.46 to 0.74) and led to more withdrawals due to lack of efficacy (RR 2.37, 95% CI 1.10 to 5.08) based on 2 trials involving 639 participants, but there was no significant difference in proportions of participants experiencing any adverse events.","Furthermore, 6-weeks treatment with pimecrolimus was less effective and caused more participants to drop out of treatment due to lack of efficacy than tacrolimus based on 2 trials involving 639 participants.",10.1002/14651858.CD005500.pub2
18300,,Pimecrolimus was also associated with significantly more overall withdrawals and skin burning.,"In contrast, pimecrolimus had higher dropout rates and caused more skin burning than topical corticosteroids.",10.1002/14651858.CD005500.pub2
18301,,None of the trials reported on key adverse effects such as thinning of skin.,"None of the trials reported on key adverse effects, such as thinning of skin.",10.1002/14651858.CD005500.pub2
18302,,Topical pimecrolimus is less effective than moderate and potent corticosteroids and 0.1% tacrolimus.,This review did not find evidence to support the notion that pimecrolimus was better than moderate or potent corticosteroids or tacrolimus in treating eczema.,10.1002/14651858.CD005500.pub2
18303,,The therapeutic role of topical pimecrolimus is uncertain due to the absence of key comparisons with mild corticosteroids.,"However, there is a distinct lack of trials comparing pimecrolimus against mild-potency corticosteroids.",10.1002/14651858.CD005500.pub2
18304,,Fatigue frequently occurs in patients with advanced disease (e.g.,"In an advanced disease such as cancer, fatigue can be described as tiredness, weakness or lack of energy.",10.1002/14651858.CD006788.pub3
18305,,"By contrast, in palliative care patients' fatigue can be severely debilitating and is often not counteracted with rest, thereby impacting daily activity and quality of life.","Fatigue can affect daily activity and quality of life, and it is frequently reported by palliative care patients.",10.1002/14651858.CD006788.pub3
18306,,"For this update, we screened 1645 publications of which 45 met the inclusion criteria (20 additional studies to the previous reviews).",We searched the literature in April 2014 and found 45 randomised controlled trials for this update of the review.,10.1002/14651858.CD006788.pub3
18307,,"In total, we analysed data from 18 drugs and 4696 participants.",We analysed data from 4696 participants who received treatment for their fatigue.,10.1002/14651858.CD006788.pub3
18308,,"Treatment results pointed to weak and inconclusive evidence for the efficacy of amantadine, pemoline and modafinil in multiple sclerosis and for carnitine and donepezil in cancer-related fatigue.","There was weak evidence for the efficacy of amantadine, pemoline and modafinil in reducing fatigue in patients with multiple sclerosis.",10.1002/14651858.CD006788.pub3
18309,,"Treatment results pointed to weak and inconclusive evidence for the efficacy of amantadine, pemoline and modafinil in multiple sclerosis and for carnitine and donepezil in cancer-related fatigue.",There was also weak evidence for the efficacy of carnitine and donepezil for cancer-related fatigue.,10.1002/14651858.CD006788.pub3
18310,,"Methylphenidate and pemoline seem to be effective in patients with HIV, but this is based only on one study per intervention, with only a moderate number of participants in each study.",One small trial showed that people with HIV/AIDS and fatigue seemed to benefit from treatment with methylphenidate or pemoline.,10.1002/14651858.CD006788.pub3
18311,,"Therapeutic effects could not be described for dexamphetamine, paroxetine or testosterone.","There was no information about dexamphetamine, paroxetine or testosterone.",10.1002/14651858.CD006788.pub3
18312,,"Based on limited evidence, we cannot recommend a specific drug for the treatment of fatigue in palliative care patients.","Based on limited evidence from small studies, the evidence does not support the use of a specific drug for the treatment of fatigue in palliative care.",10.1002/14651858.CD006788.pub3
18313,,There is debate regarding which cyclodestructive method is best and how they compare to other glaucoma surgeries.,We wanted to compare these types of surgeries with more traditional surgeries for glaucoma.,10.1002/14651858.CD012223.pub2
18314,,One study compared different energy settings of the same Nd:YAG laser.,Four of the studies compared different types of lasers or different methods of applying the laser to the eye.,10.1002/14651858.CD012223.pub2
18315,,Two studies compared CPC using a semiconductor diode versus an Nd:YAG laser.,Two of the studies compared the same two types of lasers; we combined their data to help us understand the overall results.,10.1002/14651858.CD012223.pub2
18316,,The second study did not report mean IOP beyond three months of follow-up.,The two studies reported on the level of pressure in the eye after the surgeries.,10.1002/14651858.CD012223.pub2
18317,,The date of the search was 21 September 2018.,We searched for studies published up to 21 September 2018.,10.1002/14651858.CD012223.pub2
18318,,"Chronic limb-threatening ischaemia (CLTI) is a manifestation of peripheral arterial disease (PAD) that includes chronic ischaemic rest pain or ischaemic skin lesions, ulcers, or gangrene for longer than two weeks.","Chronic limb-threatening ischaemia (CLTI) is a manifestation of peripheral arterial disease that occurs as chronic ischaemic rest pain or ischaemic skin lesions, ulcers, or gangrene with symptoms present for longer than two weeks.",10.1002/14651858.CD009195.pub2
18319,,"CLTI due to occlusive disease in the infrapopliteal arterial circulation (below-knee circulation) can be treated via an endovascular technique by a balloon opening the narrowed vessel, so called angioplasty, with or without the additional deployment of a scaffold made of metal alloy or other material, so called stenting.",This can be performed with or without additional placement of a stent (a scaffold made of metal alloy or other material).,10.1002/14651858.CD009195.pub2
18320,,We included in the review seven trials with 542 participants.,We identified seven trials with a combined total of 542 participants comparing percutaneous transluminal angioplasty (PTA) alone versus PTA with stent placement (current until June 2018).,10.1002/14651858.CD009195.pub2
18321,,"One trial randomised limbs to undergo PTA alone or PTA with stent placement, and the remaining studies randomised participants.","One trial randomised limbs to PTA alone or PTA with stent placement, and the remaining studies randomised participants.",10.1002/14651858.CD009195.pub2
18322,,"Five trials with 476 participants show that the technical success rate was greater in the stent group than in the angioplasty group (odds ratio (OR) 3.00, 95% confidence interval (CI) 1.14 to 7.93; 476 lesions; 5 studies; I² = 23%).",Full analysis of five trials shows that the technical success rate of re-opening the narrowed artery was higher in the stent group than in the PTA group.,10.1002/14651858.CD009195.pub2
18323,,"Results also did not show clear differences between treatment groups in procedure complication rate (OR 0.87, 95% CI 0.01 to 53.60; 360 participants; 5 studies; I² = 85%), rate of major amputations at 12 months (OR 1.34, 95% CI 0.56 to 3.22; 306 participants; 4 studies; I² = 0%), and rate of mortality at 12 months (OR 0.71, 95% CI 0.43 to 1.17; 497 participants; 6 studies; I² = 0%).","The complication rate of the procedure, the number of major amputations at 12 months, and the number of deaths at 12 months also did not differ greatly between treatment groups.",10.1002/14651858.CD009195.pub2
18324,,The overall methodological quality of the trials included in this review was moderate due to selection and performance bias.,The overall certainty of evidence provided by the trials included in this review was moderate.,10.1002/14651858.CD009195.pub2
18325,,We downgraded the certainty of the overall evidence for all outcomes by one level to moderate due to inconsistency of results across studies and large confidence intervals (small numbers of trials and participants).,"Overall, we downgraded the certainty of evidence for all outcomes by one level to moderate due to inconsistency of results across studies and the small numbers of studies and participants.",10.1002/14651858.CD009195.pub2
18326,,Trials show that the immediate technical success rate of restoring luminal patency is higher in the stent group but reveal no clear differences in short-term patency at six months between infrapopliteal arterial lesions treated with PTA with stenting versus those treated with PTA without stenting.,PTA with stent placement is better than PTA alone for restoring vessel patency immediately; however we found no clear difference in short-term patency at six months between the two groups.,10.1002/14651858.CD009195.pub2
18327,,"We ascertained no clear differences between groups in periprocedural complications, major amputation, and mortality.","Trials show no clear differences between groups in complications at or around the time of the procedure, major amputation, and death.",10.1002/14651858.CD009195.pub2
18328,,Limited currently available data suggest that high-quality evidence is insufficient to show that PTA with stent insertion is superior to use of standard PTA alone without stenting for treatment of infrapopliteal arterial lesions.,Currently available data suggest that high-certainty evidence is insufficient to show that PTA with stent placement is superior to PTA alone for treatment of infrapopliteal arterial lesions.,10.1002/14651858.CD009195.pub2
18329,,Further studies should standardise the use of antiplatelets/anticoagulants before and after the intervention to improve the comparability of the two treatments.,Further studies should standardise the use of blood-thinning drugs (antiplatelets/anticoagulants) before and after both interventions to improve the comparability of the two treatments.,10.1002/14651858.CD009195.pub2
18330,,"Automated closed loop systems may result in reduced duration of weaning, ventilation and ICU stay.","In this Cochrane review we evaluated if computerized weaning systems were more effective than clinical methods used by clinicians for reducing inappropriate delays in weaning, the overall duration of ventilation, and the length of intensive care unit (ICU) and hospital stays.",10.1002/14651858.CD009235.pub3
18331,,"We included 21 trials (19 adult, two paediatric) totaling 1676 participants (1628 adults, 48 children) in this updated review.",We identified 21 studies that provided information on a total of 1676 people including 1628 adults and 48 children.,10.1002/14651858.CD009235.pub3
18332,,"Automated closed loop systems may result in reduced duration of weaning, ventilation and ICU stay.",We found that computerized weaning systems resulted in a reduced weaning duration as well as reduced overall time on the ventilator and stay in an ICU.,10.1002/14651858.CD009235.pub3
18333,,"Automated closed loop systems reduced the duration of ventilation (10%, 95% CI 3% to 16%) and ICU LOS (8%, 95% CI 0% to 15%).",The overall time on the ventilator was reduced by 10% and the length of stay in ICU by 8%.,10.1002/14651858.CD009235.pub3
18334,,There is a pressing need for further technological development and research in the paediatric population.,There is also a need for more studies that examine the effect of computerized weaning systems in children.,10.1002/14651858.CD009235.pub3
18335,,Overall this review shows some positive effects of specific methods to improve the involvement of older people in primary care episodes.,Stimulating the involvement of older patients in their primary care may enhance their health.,10.1002/14651858.CD004273.pub2
18336,,"Because the evidence is limited, however, we can not recommend the use of the reviewed interventions in daily practice.",Therefore we reviewed studies of interventions to improve older people's involvement in their care.,10.1002/14651858.CD004273.pub2
18337,,Interventions of a pre-visit booklet and a pre-visit session (either combined or pre-visit session alone) led to more questioning behaviour and more self-reported active behaviour in the intervention group (3 studies).,Interventions of a pre-visit booklet and a pre-visit session (either combined or pre-visit session alone) led to more questioning behaviour by older people and more self-reported active behaviour.,10.1002/14651858.CD004273.pub2
18338,,Overall this review shows some positive effects of specific methods to improve the involvement of older people in primary care episodes.,"Overall, there is sparse evidence about the effects of interventions for improving older patients' involvement in their primary care.",10.1002/14651858.CD004273.pub2
18339,,Fibrin sealants have been used in some centers to reduce postoperative pancreatic fistula.,Is surgical tissue adhesive able to reduce postoperative pancreatic fistula after pancreatic surgery?,10.1002/14651858.CD009621.pub4
18340,,Postoperative pancreatic fistula is one of the most frequent and potentially life-threatening complications following pancreatic resections.,"Postoperative pancreatic fistula is a complication that may follow major surgery for cancer or inflammation of the pancreas, a digestive gland situated at the back of the upper abdomen.",10.1002/14651858.CD009621.pub4
18341,,"However, the use of fibrin sealants during pancreatic surgery is controversial.",The role of fibrin sealants (surgical tissue adhesives) to reduce postoperative pancreatic fistula after pancreatic surgery is controversial.,10.1002/14651858.CD009621.pub4
18342,,We included 12 studies involving 1604 participants in the review.,We included twelve studies which were divided into three comparisons.,10.1002/14651858.CD009621.pub4
18343,,"Application of fibrin sealants to pancreatic stump closure reinforcement after distal pancreatectomy
We included seven studies involving 860 participants: 428 were randomised to the fibrin sealant group and 432 to the control group after distal pancreatectomy.","First, seven of the twelve studies randomised 860 participants undergoing surgical removal of the tail of the pancreas to either fibrin sealant use (428 participants) or no fibrin sealant use (432 participants) for pancreatic stump closure reinforcement.",10.1002/14651858.CD009621.pub4
18344,,"Application of fibrin sealants to pancreatic anastomosis reinforcement after pancreaticoduodenectomy
We included four studies involving 393 participants: 186 were randomised to the fibrin sealant group and 207 to the control group after pancreaticoduodenectomy.","Second, four studies randomised 393 participants undergoing the 'Whipple' operation (surgical removal of the head of the pancreas) to fibrin sealant use (186 participants) or no fibrin sealant use (207 participants) for pancreatic stump reconstruction reinforcement.",10.1002/14651858.CD009621.pub4
18345,,"Application of fibrin sealants to pancreatic anastomosis reinforcement after pancreaticoduodenectomy
We included four studies involving 393 participants: 186 were randomised to the fibrin sealant group and 207 to the control group after pancreaticoduodenectomy.","Third, two studies randomised 351 participants undergoing the 'Whipple' operation to fibrin sealant use (188 participants) and no fibrin sealant use (163 participants) for pancreatic duct blockage.",10.1002/14651858.CD009621.pub4
18346,,"Application of fibrin sealants to pancreatic stump closure reinforcement after distal pancreatectomy
We included seven studies involving 860 participants: 428 were randomised to the fibrin sealant group and 432 to the control group after distal pancreatectomy.",Application of fibrin sealants to pancreatic stump closure reinforcement after surgical removal of the tail of the pancreas,10.1002/14651858.CD009621.pub4
18347,,"Fibrin sealants may lead to little or no difference in postoperative pancreatic fistula (fibrin sealant 19.3%; control 20.1%; RR 0.96, 95% CI 0.68 to 1.35; 755 participants; four studies; low-quality evidence).",Fibrin sealants may have little to no difference in postoperative pancreatic fistula or postoperative death when fibrin sealants are used on stump closure reinforcement after surgical removal of the tail of the pancreas.,10.1002/14651858.CD009621.pub4
18348,,"Application of fibrin sealants to pancreatic anastomosis reinforcement after pancreaticoduodenectomy
We included four studies involving 393 participants: 186 were randomised to the fibrin sealant group and 207 to the control group after pancreaticoduodenectomy.",Application of fibrin sealants to pancreatic anastomosis (connection between pancreas and gut) reinforcement after 'Whipple' operation,10.1002/14651858.CD009621.pub4
18349,,"We are uncertain whether fibrin sealants reduce postoperative pancreatic fistula (16.7% versus 11.7%; RR 1.14, 95% CI 0.28 to 4.69; 199 participants; two studies; very low-quality evidence).",We are uncertain whether fibrin sealants improve postoperative pancreatic fistula or reduce postoperative death when used for pancreatic anastomosis reinforcement after the 'Whipple' operation.,10.1002/14651858.CD009621.pub4
18350,,"Application of fibrin sealants to pancreatic duct occlusion after pancreaticoduodenectomy
We included two studies involving 351 participants: 188 were randomised to the fibrin sealant group and 163 to the control group after pancreaticoduodenectomy.",Application of fibrin sealants to pancreatic duct occlusion (blockage or closure) after 'Whipple' operation,10.1002/14651858.CD009621.pub4
18351,,"The studies did not report postoperative pancreatic fistula, quality of life, or cost effectiveness.",Postoperative pancreatic fistula was not reported in any of the studies.,10.1002/14651858.CD009621.pub4
18352,,"Based on the current available evidence, fibrin sealants may have little or no effect on postoperative pancreatic fistula in people undergoing distal pancreatectomy.",Fibrin sealants may have little to no difference in postoperative death when applied to a pancreatic duct occlusion after the 'Whipple' operation.,10.1002/14651858.CD009621.pub4
18353,,"Based on the current available evidence, fibrin sealants may have little or no effect on postoperative pancreatic fistula in people undergoing distal pancreatectomy.",Fibrin sealants may have little or no benefit on postoperative pancreatic fistula in people undergoing surgical removal of the tail of the pancreas.,10.1002/14651858.CD009621.pub4
18354,,The effects of fibrin sealants on the prevention of postoperative pancreatic fistula are uncertain in people undergoing pancreaticoduodenectomy.,We cannot tell from our results whether fibrin sealants have an important effect on postoperative pancreatic fistula after the 'Whipple' operation because the sample size was small and the results were imprecise.,10.1002/14651858.CD009621.pub4
18355,,"To determine whether blastocyst stage (day 5 to 6) embryo transfers improve the live birth rate, and other associated outcomes, compared with cleavage stage (day 2 to 3) embryo transfers.",We aimed to determine whether blastocyst stage (day 5 to 6) embryo transfer improves live birth rates following fresh transfer and cumulative pregnancy rates (following fresh and frozen-thawed cycles) compared with cleavage stage (day 2 to 3) transfer.,10.1002/14651858.CD002118.pub5
18356,,Advances in cell culture media have led to a shift in in vitro fertilisation (IVF) practice from cleavage stage embryo transfer to blastocyst stage transfer.,"in vitro fertilisation (IVF), intracytoplasmic sperm injection (ICSI), thawed embryo cycles) are commonly transferred into a woman's uterus at either the cleavage stage (day 2 to 3 after egg collection) or blastocyst stage (day 5 to 6 after egg collection).",10.1002/14651858.CD002118.pub5
18357,,We included 27 RCTs (4031 couples or women).,"We included 27 randomised controlled trials (RCTs), which included 4031 women.",10.1002/14651858.CD002118.pub5
18358,,The evidence was of low quality for most outcomes.,There was low quality evidence for live birth and moderate for clinical pregnancy that fresh blastocyst stage transfer is associated with higher rates than fresh cleavage stage transfer.,10.1002/14651858.CD002118.pub5
18359,,"This suggests that if 1% of women have no embryos transferred in (planned) fresh cleavage stage transfer, between 2% and 4% will have no embryos transferred in (planned) fresh blastocyst stage transfer.","This suggests that if 29% of women achieve live birth after fresh cleavage stage transfer, between 32% and 42% would do so after fresh blastocyst stage transfer.",10.1002/14651858.CD002118.pub5
18360,,"There was no evidence of a difference between the groups in cumulative pregnancy rates derived from fresh and frozen-thawed cycles following a single oocyte retrieval, but the evidence for this outcome was very low quality.",There was no evidence of a difference between the groups in cumulative pregnancy rates (i.e.,10.1002/14651858.CD002118.pub5
18361,,"There was no evidence of a difference between the groups in cumulative pregnancy rates derived from fresh and frozen-thawed cycles following a single oocyte retrieval, but the evidence for this outcome was very low quality.","pregnancies from both fresh and thawed cycles deriving from a single egg collection procedure), but the evidence for this outcome was very low quality.",10.1002/14651858.CD002118.pub5
18362,,"Thus, although there is a benefit favouring blastocyst transfer in fresh cycles, it remains unclear whether the day of transfer impacts on cumulative live birth and pregnancy rates.","Thus, although there is a benefit favouring blastocyst transfer in fresh cycles, it remains unclear whether the day of transfer impacts on cumulative rates of live birth and pregnancy.",10.1002/14651858.CD002118.pub5
18363,,"There was no evidence of a difference between the groups in cumulative pregnancy rates derived from fresh and frozen-thawed cycles following a single oocyte retrieval, but the evidence for this outcome was very low quality.","There was no evidence of a difference between the groups in multiple pregnancy and miscarriage rates, but the quality of evIdence was low.",10.1002/14651858.CD002118.pub5
18364,,"Future RCTs should report rates of live birth, cumulative live birth, and miscarriage to enable couples or women undergoing assisted reproductive technology (ART) and service providers to make well informed decisions on the best treatment option available.","Future RCTs should report rates of live birth, cumulative live birth, and miscarriage to enable ART consumers and service providers to make well informed decisions on the best treatment option available.",10.1002/14651858.CD002118.pub5
18365,,The evidence was of low quality for most outcomes.,The evidence was of low quality for most outcomes.,10.1002/14651858.CD002118.pub5
18366,,"The main limitation was serious risk of bias, associated with failure to describe acceptable methods of randomisation, and unclear or high risk of attrition bias.","The main limitation was serious risk of bias, associated with failure to describe acceptable methods of randomisation, and unclear or high risk of attrition bias.",10.1002/14651858.CD002118.pub5
18367,,Gestational trophoblastic neoplasia (GTN) is a rare but curable disease arising in the fetal chorion during pregnancy.,Gestational trophoblastic neoplasia (GTN) is a rare but curable disease whereby a malignant tumour develops in the womb after a normal or molar pregnancy (where tissue develops in the womb instead of a baby).,10.1002/14651858.CD007102.pub4
18368,,Most women with low-risk GTN will be cured by evacuation of the uterus with or without single-agent chemotherapy.,Virtually all women with low-risk GTN are cured by treatment with chemotherapy (anti-cancer drugs) after undergoing dilatation and curettage (D&C) of the womb.,10.1002/14651858.CD007102.pub4
18369,,To determine the efficacy and safety of first-line chemotherapy in the treatment of low-risk GTN.,"Methotrexate and actinomycin D are the two most commonly used drugs for first-line treatment of low-risk GTN, although methotrexate has been favoured in Europe and North America.",10.1002/14651858.CD007102.pub4
18370,,"This is the second update of a Cochrane review that was first published in 2009, Issue 1.",This is an updated version of a review that was first published in 2009.,10.1002/14651858.CD007102.pub4
18371,,"Most studies were at a low or moderate risk of bias and all compared methotrexate with actinomycin D. Three studies compared weekly intramuscular (IM) methotrexate with bi-weekly pulsed intravenous (IV) actinomycin D (393 women), one study compared five-day IM methotrexate with bi-weekly pulsed IV actinomycin D (75 women), one study compared eight-day IM methotrexate-folinic acid (MTX-FA) with five-day IV actinomycin D (49 women), and one study compared eight-day IM MTX-FA with bi-weekly pulsed IV actinomycin D. One study contributed no data.",We assessed these trials as being at low to moderate risk of bias.,10.1002/14651858.CD007102.pub4
18372,,"Actinomycin D is probably more likely to achieve a primary cure in women with low-risk GTN, and less likely to result in treatment failure, than a methotrexate regimen.","Overall, and for each treatment regimen compared, the review evidence shows that actinomycin D is probably more likely to achieve a cure in the first instance than methotrexate, and less likely to fail.",10.1002/14651858.CD007102.pub4
18373,,"Furthermore, evidence from subgroup analyses suggests that actinomycin D may be associated with a greater risk of SAEs than methotrexate (low-certainty evidence).","Low-certainty evidence suggests that severe adverse events may be more common with actinomycin D, particularly with the five-day regimen.",10.1002/14651858.CD007102.pub4
18374,,"Actinomycin D is probably more likely to achieve a primary cure in women with low-risk GTN, and less likely to result in treatment failure, than a methotrexate regimen.","Conclusions
Actinomycin D is probably a more effective treatment than methotrexate but the evidence on side-effects and severe adverse effects is uncertain and more evidence is needed.",10.1002/14651858.CD007102.pub4
18375,,We found no evidence on the effect of these treatments on future fertility.,More evidence is also needed on the effects of these treatments on future fertility.,10.1002/14651858.CD007102.pub4
18376,,Higher-certainty evidence is still needed on treating low-risk GTN and the four ongoing trials are likely to make a significant contribution to this field.,Four RCTs comparing methotrexate and actinomycin D regimen are currently underway and these will make an important contribution to this field.,10.1002/14651858.CD007102.pub4
18377,,Non-steroidal anti-inflammatory drugs (NSAIDs) are the most frequently prescribed medications worldwide and are widely used for patients with low-back pain.,Non-steroidal anti-inflammatory drugs (NSAIDs) are the most frequently prescribed medications worldwide and are commonly used for treating low-back pain.,10.1002/14651858.CD000396.pub3
18378,,The evidence from the 65 trials included in this review suggests that NSAIDs are effective for short-term symptomatic relief in patients with acute and chronic low-back pain without sciatica.,The review authors conclude that NSAIDs are slightly effective for short-term symptomatic relief in patients with acute and chronic low-back pain without sciatica (pain and tingling radiating down the leg).,10.1002/14651858.CD000396.pub3
18379,,"There is moderate evidence that NSAIDs are not more effective than paracetamol for acute low-back pain, but paracetamol had fewer side effects.","The review authors also found that NSAIDs are not more effective than other drugs (paracetamol/acetaminophen, narcotic analgesics, and muscle relaxants).",10.1002/14651858.CD000396.pub3
18380,,"There is moderate evidence that NSAIDs are not more effective than paracetamol for acute low-back pain, but paracetamol had fewer side effects.","Placebo and paracetamol/acetaminophen had fewer side effects than NSAIDs, though the latter has fewer side effects than muscle relaxants and narcotic analgesics.",10.1002/14651858.CD000396.pub3
18381,,COX-2 NSAIDs had statistically significantly fewer side-effects than traditional NSAIDs.,"The new COX-2 NSAIDs do not seem to be more effective than traditional NSAIDs, but are associated with fewer side effects, particularly stomach ulcers.",10.1002/14651858.CD000396.pub3
18382,,"However, recent studies have shown that COX-2 inhibitors are associated with increased cardiovascular risks in specific patient populations.","However, other literature has shown that some COX-2 NSAIDs are associated with increased cardiovascular risk.",10.1002/14651858.CD000396.pub3
18383,,Twenty-eight trials (42%) were considered high quality.,Only 42% of the studies were considered to be of high quality.,10.1002/14651858.CD000396.pub3
18384,,"To assess the benefits and harms of any plasma volume expanders such as albumin, other colloids (polygeline, dextrans, hydroxyethyl starch solutions, fresh frozen plasma), intravenous infusion of ascitic fluid, crystalloids, or mannitol versus no plasma volume expander or versus another plasma volume expander for paracentesis in people with cirrhosis and large ascites.",To assess the benefits and harms of any intravenous fluid infusion (acting as plasma expansion) in people with cirrhosis and ascites treated by paracentesis.,10.1002/14651858.CD004039.pub2
18385,,"The remaining 22 trials, with 1321 participants, assessed one type of plasma expander, i.e.",This systematic review assessed the role of plasma expanders evaluated in 27 trials including 1592 participants.,10.1002/14651858.CD004039.pub2
18386,,"Five of the trials, with 271 participants, assessed plasma expanders (albumin in four trials and ascitic fluid in one trial) versus no plasma expander.",Four trials compared albumin and one trial compared intravenous ascitic fluid infusion versus no plasma expander.,10.1002/14651858.CD004039.pub2
18387,,"dextran, hydroxyethyl starch, polygeline, intravenous infusion of ascitic fluid, crystalloids, or mannitol versus another type of plasma expander, i.e.","Twenty-one trials compared one plasma expander such as dextran, polygeline, hydroxyethyl starch, fresh frozen plasma, intravenous infusion of ascitic fluid, crystalloids, or mannitol versus albumin.",10.1002/14651858.CD004039.pub2
18388,,Ten trials seemed not to have been funded by industry; twelve trials were considered unclear about funding; and five trials were considered funded by industry or a for-profit institution.,Ten trials seemed not to have been funded by industry; twelve trials were considered unclear about funding; and five trials were considered funded by industry or a for-profit institution.,10.1002/14651858.CD004039.pub2
18389,,"Our systematic review and meta-analysis did not find any benefits or harms of plasma expanders versus no plasma expander or of one plasma expander such as polygeline, dextrans, hydroxyethyl starch, intravenous infusion of ascitic fluid, crystalloids, or mannitol versus albumin on primary or secondary outcomes.","Our systematic review could not show any benefit or harm of plasma expansion versus no plasma expansion or of one plasma expander like dextran, polygeline, hydroxyethyl starch, intravenous infusion of ascitic fluid, crystalloids, or mannitol versus albumin on primary or secondary outcomes.",10.1002/14651858.CD004039.pub2
18390,,GRADE assessments concluded that the evidence was of very low certainty.,Certainty of the evidence,10.1002/14651858.CD004039.pub2
18391,,"The data originated from few, small, mostly short-term trials at high risks of systematic errors (bias) and high risks of random errors (play of chance).","The data came from only few, small, mostly short-term trials, at high risks of systematic errors (bias) and high risks of random errors (play of chance).",10.1002/14651858.CD004039.pub2
18392,,GRADE assessments concluded that the evidence was of very low certainty.,"Accordingly, we concluded that the certainty of evidence for each of our prespecified review outcomes was very low.",10.1002/14651858.CD004039.pub2
18393,,There is currently not enough evidence to assess whether biofeedback interventions are effective for controlling symptoms of IBS.,We reviewed the evidence for the effect of biofeedback therapy on the management of irritable bowel syndrome (IBS).,10.1002/14651858.CD012530.pub2
18394,,"Secondary outcome measures were adverse events, assessments of stool frequency and consistency, changes in abdominal pain, depression, and anxiety.",IBS is a common disorder that includes both abdominal pain and changes in stool frequency or consistency.,10.1002/14651858.CD012530.pub2
18395,,We identified eight randomized trials with a total of 300 adult participants for our analysis.,We reviewed eight trials that included 300 total participants and assessed the effect of biofeedback on IBS.,10.1002/14651858.CD012530.pub2
18396,,Two trials assessed heart rate variability biofeedback.,"The types of biofeedback devices varied, and included heart rate variability, measures of skin temperature or electrical resistance, and the tension of the muscles of the anus.",10.1002/14651858.CD012530.pub2
18397,,Primary outcomes were IBS global or clinical improvement scores and overall quality of life measures.,Our primary clinical outcomes were global clinical improvement and quality of life.,10.1002/14651858.CD012530.pub2
18398,,Two trials assessed heart rate variability biofeedback.,"Two of these trials also compared biofeedback to an attention control and found minimal symptom improvement, but the effects of chance could not be ruled out because the evidence was of very low-certainty.",10.1002/14651858.CD012530.pub2
18399,,Two trials assessed heart rate variability biofeedback.,One trial found a greater symptom benefit with heart rate biofeedback compared to hypnotherapy (low-certainty evidence).,10.1002/14651858.CD012530.pub2
18400,,Two trials assessed electrocutaneous biofeedback.,"Of two trials comparing biofeedback to counseling, any apparent effect was minimal and the effect of chance could not be ruled out (very low-certainty evidence).",10.1002/14651858.CD012530.pub2
18401,,The same study also compared biofeedback plus standard therapy to sham biofeedback plus standard therapy.,The addition of biofeedback to standard medical therapy was superior to medical therapy alone and to medical therapy plus sham biofeedback (low-certainty evidence for both findings).,10.1002/14651858.CD012530.pub2
18402,,"Quality of life
A single trial used overall quality of life as an outcome measure, and reported that both the biofeedback and cognitive therapy groups improved after treatment.",A single trial looked specifically at overall quality of life.,10.1002/14651858.CD012530.pub2
18403,,"Quality of life
A single trial used overall quality of life as an outcome measure, and reported that both the biofeedback and cognitive therapy groups improved after treatment.","Quality of life improved both for those in the biofeedback group and those in the cognitive therapy group, but there was no overall difference between groups.",10.1002/14651858.CD012530.pub2
18404,,"Adverse events
Only one of the eight trials explicitly reported adverse events.",Only one trial explicitly reported on adverse events.,10.1002/14651858.CD012530.pub2
